Planet Equil Temp (K),Stellar Mass (M_Sun),Time Series Observations,TESS Mag,Stellar log(g) (cm/s^2),Spectroscopy Observations,Duration (hours),Imaging Observations,Planet Insolation (Earth Flux),Stellar Eff Temp (K),Stellar Distance (pc),Predicted Mass (M_Earth),TFOPWG Disposition
0.6415127405214034,-1.41832865536567,-0.12663575478382252,0.8839625162671846,1.3291440609900207,-0.4098082817923426,-0.30509661414477507,0.8709874269310486,-0.09662481236175263,-1.3180457868938524,-0.511552369013203,-0.8862520053333269,False
-0.28331661813275133,-1.2525834502691795,0.8686660854783755,0.11743711227191309,0.9731161157711289,-0.29527578511164654,-1.1692882140773813,0.16466672545876482,-0.22795459523572184,-1.145541937292262,-0.5543005831007997,-0.9301110140862924,True
0.23360644286777021,0.37149774804090674,-0.4584030348712219,-0.46691985562633287,-1.4127582080691337,-0.4098082817923426,1.3371230982565538,-0.8948143267496609,-0.18326916437298615,0.32649091264131214,-0.07540173961095167,1.6550972499653887,True
-1.1055342311958505,-1.8795293186758066,0.3710151653472766,-0.37949775634786254,1.9046209607549067,-0.18074328843095053,-1.1132176142566554,2.636789180611758,-0.25951232396924284,-1.588940721083017,-0.6256106639553967,-0.9471764554619765,True
1.7376118269064589,1.5277498906559468,-0.4584030348712219,0.7020870496717618,0.006579437090898151,-0.4098082817923426,-0.024471641613767425,-0.8948143267496609,0.4847973098095872,1.1040360421418154,0.38738107590586024,-0.24551475716030355,False
-0.7534735569419415,-0.8154304718271853,-0.4584030348712219,0.9154860346397165,1.0760503527189846,-0.4098082817923426,-0.48758151802618493,-0.8948143267496609,-0.25379550429474446,-0.6618922552611353,-0.2917734116993104,-0.13347642465037832,True
1.6052211864399286,0.3007068005338634,1.200433365565775,0.5896453549563567,-0.8966354280109393,1.4227116650987939,-1.1748560427503922,1.5773081284033323,0.37771345296758047,0.2907123364276489,0.43557700982452524,-0.5686039588574315,False
0.9432679841072783,0.22991585302682008,-0.12663575478382252,-1.2243046111715772,0.18667402965745508,0.1628542016111376,-0.5702961124986025,-0.541653976013519,0.0038804780477053255,0.35843606997494004,-0.45741227511828586,1.6550972499653887,True
-0.3687113358313081,0.041139993008038396,-0.2925193948275222,1.2524009614836857,-0.05793591041637472,-0.4098082817923426,-1.2353713645224065,-0.8948143267496609,-0.24260412543855142,0.13098654975950935,0.453606941088559,-0.4117173166452257,False
1.5950971579866111,0.37149774804090674,0.5368988053909762,0.5283561352209147,-0.025678236662738288,-0.18074328843095053,-0.9115870811742346,-0.541653976013519,0.6368670457098605,0.3929368398952582,0.3556763899818586,-0.11566900756270812,False
-0.9169529032108215,-1.798622344770007,0.7027824454346759,2.060469440806327,2.247100682997274,-0.29527578511164654,-1.0674115260785417,0.8709874269310486,-0.2573494089671988,-1.670081420710432,-0.46979359856298614,-0.15804406489170117,True
-2.711905091635895e-16,-0.16415375476238753,-0.4584030348712219,-0.5017832263171436,0.393671522134544,2.2244391418636664,1.5916434221800257,0.5178270761949066,0.0,-0.04471181557544413,-0.4208978371268816,-0.6687706799755766,True
-0.18026339714922024,0.18036218977189,-0.12663575478382252,-0.28164594281230965,0.4259291958881833,-0.06621079175025447,0.48812873104329474,0.5178270761949066,-0.23046636342447346,0.21525787480561956,-0.3241826114857346,-0.8387655597662063,False
1.0995127940272371,1.1501981706183828,-0.4584030348712219,0.013667314803969707,-2.477261441939159,-0.18074328843095053,0.48219585635976375,-0.18849362527737706,0.0707345625789884,0.8216408513125447,0.7723002695325525,-0.2871478387773103,False
0.33379395457217137,0.0,-0.2925193948275222,0.5602898108956905,0.0,0.04832170493044156,-0.859820397054906,-0.541653976013519,-0.1662755162361213,0.6428757508735629,0.3043421670396755,1.6550972499653887,False
-0.9781535676222656,-0.5063100010464298,0.8686660854783755,-0.11658692560892438,0.9157942295109142,0.1628542016111376,0.22059770842168233,0.16466672545876482,-0.25823800902909305,-0.39738635253869625,-0.4520698418378322,-0.799605730522487,True
-0.10870088878893369,0.8434373980878618,-0.4584030348712219,0.9780643201822137,1.0065673234536505,-0.4098082817923426,-0.6314047217389697,-0.541653976013519,-0.22453108145013245,0.6031359751505299,0.1044789262109172,-0.5448607360738712,False
-0.18741964798524888,0.0,-0.2925193948275222,-0.5351231555996168,0.0,0.9645816783760098,-0.2119504816133413,-0.18849362527737706,-0.2310142775822452,0.42021800425817635,-8.879595692887245e-17,1.6550972499653887,False
0.15727310061679792,0.04585938950850795,-0.2925193948275222,-0.42063067437298707,-0.5740586904745691,-0.18074328843095053,-1.2217257527502856,-0.541653976013519,-0.19442649737523426,0.12843093717281914,-0.27091917652561004,-0.3894580452856379,False
-0.9850768920521713,-0.33641172702952604,2.1957352058279733,-0.3817829184603693,0.8130212809318262,-0.06621079175025447,0.6149914807499034,0.16466672545876482,-0.2583260124835919,-0.22871592181714087,-0.457012373679749,-0.8372816083422338,True
-0.33054466470582194,-1.0443212020999586,-0.4584030348712219,-1.0838550321028817,1.113695057989478,-0.18074328843095053,-1.0235677383203563,2.9899495313478996,-0.24049760757371863,-1.0477897558513605,-0.6039730281120625,-0.9292041548827537,True
-0.6606762798679887,-1.7321071704923892,-0.2925193948275222,2.2179112509680223,2.1615855898763816,-0.4098082817923426,-0.6925447752151598,-0.8948143267496609,-0.2508140409523958,-1.6362195539367865,-0.402446134814391,-0.5682741918743265,False
-0.581029422828384,-1.7703036060689394,-0.4584030348712219,0.6675752423828745,1.776687026647983,-0.4098082817923426,-0.8778675739330744,-0.8948143267496609,-0.2475628250028564,-1.6502754231635828,-8.879595692887245e-17,-0.93588193629063,False
