,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Pipeline Signal ID,Source,Detection,PM RA err (mas/yr),PM Dec err (mas/yr),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err
0,5,5,5,5,5,5,5,87.6,211.2,116.12,0,1,3,KP,True,12.4069,0.006,1,spoc-s01-s69-b0A-KP,SPOC,0.044,0.041,0.00013154597,1.43036994965074,7.7233494e-07,1.61659940399439,0.019208942,20.784,0.200653,18960.7122943629,184.79134,13.1874503075824,0.6576402,1281.2408253875,1525.90480889146,151.72173,375.31,4.411,5600.0,,4.48851,,0.890774011611938,0.0438467,,,1.05,0.129454
1,5,5,5,5,5,5,5,137.4,179.0,317.0,1,2,1,KP,True,9.7109,0.006,1,qlp-s68-ffi,SPOC,0.037,0.037,0.0001263,4.4119378,8e-07,3.65,0.011,16.477767,0.075115,15062.0,69.1814,15.4706,0.691963,653.252,1408.0,1112.0,175.631,0.588,6280.0,,4.32092,,1.21,0.05,0.24,0.05,1.28,0.190812
2,5,5,5,5,5,5,5,47.7,136.4,116.75,0,0,7,KP,True,11.5232,0.008,1,sector-01-spoc-alerts,SPOC,0.07,0.051,0.000586,3.547854,0.000149,3.494333,0.049205,11.377523,0.133944,10424.3718,123.359314,14.581841,0.196435,1212.004376,1504.858953,59.5,411.211,7.752,6351.0,,4.22896,,1.4,,,,1.27,0.196969
3,5,5,5,5,5,5,5,52.4,122.6,121.75,1,0,3,KP,True,9.8638,0.006,1,spoc-s01-s36-b0A-CPKP,SPOC,0.045,0.043,0.0006817,4.0872956,2.3e-06,5.5861130474761,0.050875474,3.885379,0.03875,3572.17124985973,35.689426,13.6237731764604,0.65182334,2242.36054008399,1755.07673832663,48.678577,316.678,2.9655,6036.0,,3.93359,,2.21866989135742,0.102573,,,1.16,0.166129
4,5,5,5,5,5,5,5,187.2,431.1,122.95,1,3,2,KP,True,9.4995,0.006,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,0.052,0.069,0.00011,2.18466694872065,4.851188e-07,2.86528001574358,0.009074817,12.786825,0.037924,11708.0228548887,34.928566,13.702852670325,0.66197515,1362.1381428406,1549.44098010565,349.33414,137.544,0.7905,5630.0,,4.37759,,1.23824000358582,0.0596985,,,1.03,0.127209
5,5,5,5,5,5,5,5,88.4,107.0,317.0,1,0,3,KP,True,10.3157,0.006,1,qlp-s69-ffi,SPOC,0.035,0.052,0.000127,2.8493825,3e-07,3.567,0.053,8.774451,0.027169,8049.0,25.0232,16.3869,0.734704,2005.83,1864.0,425.0,364.411,2.729,6900.0,,4.438,,1.77,0.08,,,1.44,0.243534
6,5,5,5,5,5,5,5,180.3,267.9,317.0,0,1,3,KP,True,9.6433,0.006,1,qlp-s68-ffi,SPOC,0.078,0.059,0.0004485,3.9502008,2.6e-06,4.444,0.046,15.213018,0.104225,13914.0,95.9899,20.5357,0.899664,1009.38,1570.0,205.0,211.211,2.4835,6153.0,,4.18077,,1.71,0.07,0.22,0.1,1.14,0.150731
7,5,5,5,5,5,5,5,39.1,115.6,99.64,0,0,4,KP,True,13.163,0.01,1,spoc,SPOC,0.063,0.038,0.0004391314,3.0440540665342,4.25771e-06,2.59845748018295,0.061165422,24.414911,0.532696,22236.0165376302,490.51093,12.1086799407213,0.2679916,315.987132647374,1075.31845422327,34.314007,421.855,8.339,5523.0,,4.52192,,0.809867978096008,,,,0.95,
8,5,5,5,5,5,5,5,32.5,84.5,98.43,0,0,5,KP,True,13.2366,0.007,1,spoc-s01-s69-b0A-KP,SPOC,0.052,0.029,0.00047817343,2.76676000983202,2.5341785e-06,2.68721776988127,0.07263539,16.351489,0.315828,14947.4387827137,290.84625,12.2867388747802,0.30639383,505.884007476425,1209.57412285071,41.24269,513.011,9.1275,5346.0,,4.48823,,0.98486602306366,,,,0.93,
9,5,5,5,5,5,5,5,66.2,71.2,317.0,0,0,1,KP,True,11.6714,0.006,1,spoc-s01-s69-b0A-KP,SPOC,0.036,0.034,0.0002273546,3.17435042404771,1.739457e-06,2.75108595936913,0.03093153,16.913636,0.168357,15457.3247576234,155.05025,14.9172255754043,0.82839006,718.909699389919,1320.65182343208,99.91275,342.14,2.912,5943.0,,4.42524,,1.1570600271225,0.0633669,-0.1,0.1,1.03,0.12909
10,5,5,5,5,5,5,5,47.0,114.2,113.71,1,0,1,KP,True,13.183,0.006,1,spoc-s01-s69-b0A-KP,SPOC,0.024,0.025,0.0003960174,2.10615687963452,2.614607e-06,1.46889344987231,0.05627796,13.263943,0.558677,12142.2238514306,514.4283,13.0868720391028,2.512208,691.842807260503,1308.04175334622,38.7845,508.842,3.896,5380.0,,4.4337,,0.940697014331818,,0.245387,0.0875268,0.95,
11,5,5,5,5,5,5,5,77.0,179.0,125.23,1,1,3,KP,True,11.6035,0.006,1,spoc-s01-s39-b0A-KP,SPOC,0.032,0.043,0.00036477877,2.49979959810286,4.4218152e-07,2.865171019079,0.009780298,15.991971,0.041631,14621.2059647249,38.342907,13.8516092815726,0.7051293,907.86241957557,1399.98943838575,375.26334,302.448,2.004,5650.0,,4.28867,,1.13732004165649,0.0577764,,,1.0,0.121147
12,5,5,5,5,5,5,5,57.3,67.8,317.0,0,1,1,KP,True,12.1893,0.006,1,spoc,SPOC,0.052,0.049,0.000623,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.60419,212.40587,14.201803,0.154789,615.165921,1270.187448,81.3,448.637,7.508,6050.0,,4.45061,,1.02,,,,1.17,0.16258
13,5,5,5,5,5,5,5,53.5,161.8,77.37,0,1,3,KP,True,10.6103,0.006,1,spoc-s01-s69-b0A-KP,SPOC,0.045,0.039,6.0571994e-05,3.28878982693448,3.418338e-07,3.43677173022605,0.009987716,7.633138,0.014978,7005.72479018588,13.795558,10.5135877321783,0.51853716,759.337353319466,1338.83926473645,557.429,216.526,0.932,5800.0,,4.28004,,1.24175000190735,0.0610804,0.20683,0.0458093,1.01,0.123355
14,5,5,5,5,5,5,5,20.3,76.9,76.81,0,0,0,KP,True,13.0417,0.006,1,spoc-s01-s69-b0A-KP,SPOC,0.027,0.024,0.00054166454,4.74237090118084,3.127283e-06,2.49881451802706,0.066505075,13.823066,0.267382,12650.8110411006,246.23778,10.5505922405536,0.20499046,209.76990429185,970.634099645996,50.48632,453.808,3.894,5377.0,185.0,4.42476,2.00401,0.877584993839264,,,,0.96,
15,5,5,5,5,5,5,5,98.8,251.1,94.86,1,0,3,KP,True,11.0443,0.006,1,spoc-s01-s69-b0A-KP,SPOC,0.041,0.038,7.415168e-05,2.79858018416552,3.3451747e-07,2.38010434405069,0.012993329,18.294525,0.059786,16708.7151957358,55.063156,11.9514992915279,0.7325688,332.556249023126,1089.14581691897,380.53317,149.942,0.5175,4920.0,,4.49371,,0.906655013561249,0.0553769,0.32,0.08,0.81,0.0958693
16,5,5,5,5,5,5,5,39.9,44.1,317.0,0,0,1,KP,True,11.7806,0.006,1,spoc-s01-s36-b0A-CPKP,QLP,0.049,0.041,0.001190335,3.58629619986471,0.00015300933,3.37109429721186,0.07846477,6.238423,0.124633,5729.32468580858,114.78426,16.4747610755407,0.9191712,1787.59559368927,1658.39152023611,32.356964,603.955,10.2025,5704.8,124.8,3.84,0.08,2.00441002845764,0.105699,-0.25,0.0707107,1.02,0.124059
17,2,5,5,4,4,2,4,15.5,105.9,18.15,5,5,7,CP,True,9.179,0.006,1,qlp-s68-ffi,SPOC,0.039,0.043,0.0010809,6.0344667,5.9e-06,1.89,0.109,1.956086,0.054389,1800.0,50.0931,4.44029,0.243975,64.2648,788.0,42.0,94.1719,0.2512,5586.0,187.0,4.36763,0.270247,1.05,0.05,,,0.97,0.120939
20,3,5,5,3,4,4,4,79.7,229.1,90.88,0,1,4,CP,True,7.1062,0.006,1,sector-01-spoc-alerts,SPOC,0.049,0.041,0.000707,11.535076,0.001035,8.555958,0.069027,2.597913,0.031416,2389.90616,28.935114,12.215808,1.480912,,,32.9,79.5702,0.17345,5479.3,57.0,3.77,0.08,2.48771,0.298399,-0.02,0.09,0.96,0.124471
22,2,5,5,2,4,3,4,3.4,69.3,7.82,11,1,5,CP,True,13.084,0.007,1,spoc-s01-s69-b0A-CP,SPOC,0.089,0.076,0.0008659716,5.07803253491997,7.6383885e-06,1.21003530701906,0.27777362,6.450076,0.465919,5923.12830685094,429.03534,2.63477633626804,0.68248564,8.17431386481379,431.253643983621,15.281929,62.118,0.2158,3318.0,64.0,4.9581,0.407256,0.334125012159348,0.0100409,,,0.315858,0.0202514
23,3,5,5,5,4,5,3,410.6,671.4,317.0,3,21,14,CP,True,7.87598,0.011,1,qlp-s68-ffi,SPOC/QLP,0.157,0.152,0.0012834,3.3088922,7.1e-06,6.114,0.702,5.154262,2.462493,4736.0,2265.47,24.9862,3.98163,17074.7,3184.0,133.0,161.498,2.4235,6188.0,194.0,4.27166,2.00586,2.62,0.13,,,1.263,0.201024
25,1,5,5,5,4,1,2,5.5,56.7,7.65,15,6,5,CP,True,10.1985,0.006,1,qlp-s69-ffi,SPOC/QLP,0.066,0.08,0.0019795,4.6517186,8.3e-06,2.709,0.921,1.06237,0.086613,978.0,79.7705,2.66889,0.203698,540.772,1343.0,26.0,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.85,0.05,,,0.91,0.110203
26,2,5,5,5,4,4,2,3.2,44.2,7.42,15,6,5,CP,True,10.1985,0.006,2,qlp-s69-ffi,SPOC/QLP,0.066,0.08,0.0032682,9.1549418,2.49e-05,2.457,0.341,1.196054,0.065582,1101.0,60.4017,2.62011,0.183373,42.2592,710.0,18.0,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.85,0.05,,,0.91,0.110203
27,1,5,5,5,4,4,1,1.5,32.8,7.07,15,6,5,CP,True,10.1985,0.006,3,qlp-s69-ffi,SPOC,0.066,0.08,0.0052731,19.9815709,8.96e-05,2.724,0.716,0.987383,0.076907,909.0,70.8314,2.54717,0.192388,16.5853,562.0,10.0,111.059,0.442,5154.0,182.0,4.47072,0.28501,0.85,0.05,,,0.91,0.110203
28,5,5,5,5,5,5,5,41.8,111.5,124.3,0,0,1,KP,True,12.7923,0.006,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,0.041,0.045,0.00042044988,3.0353977118465,3.6765503e-06,2.79646779523604,0.059945308,17.566776,0.292171,16049.4120426902,269.06363,13.7911582641848,0.73552907,726.756927372002,1324.2410444956,41.57743,573.027,11.688,5751.0,189.0,4.35036,,1.07223999500275,0.053588,,,1.09,0.142327
29,5,5,5,5,4,5,5,34.9,146.7,76.0,3,0,0,CP,True,14.1266,0.007,1,spoc-s01-s36-b0A-CPKP,SPOC,0.087,0.064,0.00024310609,3.79551778380905,2.2713773e-06,2.01981348473053,0.031575486,58.298733,0.608638,52278.9940978848,560.4189,10.3261619477101,0.33078393,18.0832335970318,525.943113131369,75.709694,140.225,0.86,3424.0,,4.438,,0.445371985435486,0.01356,,,0.44159,0.0205201
31,3,5,5,3,4,4,4,108.7,330.7,29.49,12,1,1,CP,True,9.9005,0.006,1,spoc-s01-s36-b0A-CPKP,SPOC,0.031,0.029,0.000584,0.980972,5e-07,0.54050355175474,0.026238935,6.728913,0.065402,6178.39242097547,60.235405,5.91629233324987,0.7808294,719.56290446087,1320.95170904155,167.35898,61.7856,0.0805,4486.0,175.0,4.49914,0.338797,0.764401018619537,0.0628191,,,0.7,0.0867846
32,3,5,5,5,4,3,4,4.4,74.2,5.98,2,9,5,CP,True,7.4371,0.006,1,spoc-s01-s69-b0A-CP,SPOC,0.056,0.042,0.0011119779,14.3392144225603,2.232218e-05,4.60647385532854,0.35378832,0.426381,0.013446,392.634687150864,12.384206,2.29632326005693,0.759807,118.753848841067,841.941027573274,32.31029,57.5846,0.0945,6295.7,56.481,4.438,,1.13742005825043,0.0451659,,,1.23,0.18151
34,2,5,5,2,4,4,4,10.5,67.8,12.19,12,2,8,CP,True,10.8061,0.006,1,spoc,UNKNOWN,0.043,0.054,0.0008217284,2.10968488254532,6.6356783e-06,2.12108283908954,0.2234417,1.436908,0.062857,1322.56571889796,57.89131,3.51757478561794,0.9270777,644.212013209031,1284.92256023279,18.639763,163.678,0.987,5673.0,188.0,4.55383,0.4189,0.940805971622467,0.0527538,,,0.91,0.113124
36,1,5,5,5,4,1,4,16.0,129.2,3.68,7,5,9,CP,True,9.22978,0.007,1,spoc,UNKNOWN,0.102,0.115,0.00065292715,1.40152451566955,5.9932813e-06,1.32199295587295,0.108556986,0.672414,0.04136,619.124015084521,38.093296,1.73956492902606,0.13575211,149.373865333401,891.637661967117,15.280327,25.1496,0.0239,3794.0,69.0,4.67812,0.063226,0.597006976604462,0.01815,,,0.58564,0.0205272
37,5,5,5,5,4,5,5,146.8,206.2,317.0,2,1,3,CP,True,9.2205,0.006,1,qlp-s68-ffi,SPOC,0.037,0.031,0.000188,4.1269046,8e-07,4.405,0.016,11.823757,0.037289,10831.0,34.3442,17.0952,0.698036,1436.49,1715.0,389.0,196.852,0.774,6888.0,204.0,4.23416,0.355654,1.59,0.06,,,1.46,0.249445
38,1,5,5,5,4,1,4,38.2,326.7,2.92,11,1,5,PC,True,11.9238,0.008,1,spoc,UNKNOWN,0.083,0.086,0.00038085453,0.462884405273262,1.5224909e-05,0.558821920788134,0.08828183,4.885837,0.188836,4489.91192153051,173.90933,1.35432368024304,0.18157507,64.7181040420166,723.396154940473,25.038494,14.8846,0.0113,3043.0,63.0,5.09707,0.426694,0.188624,0.00571031,,,0.157909,0.0200668
39,5,5,5,5,5,5,5,2.3,33.5,3.59,2,3,3,IS,False,10.702,0.006,1,qlp-s31-tois,UNKNOWN,0.048,0.041,0.7578715,4.8173797,0.0057592,1.323,1.857,1.956086,0.090132,1800.0,83.0109,1.71137,0.714717,33.919,672.0,1000.0,88.8838,0.19925,4651.0,175.0,4.56937,0.2,0.69,0.07,,,0.74,0.0949972
41,1,4,1,5,4,3,1,6.7,100.8,9.72,9,9,7,CP,True,9.3636,0.006,1,spoc-s01-s69-b0A-PC,SPOC/QLP,0.071,0.08,0.0013814847,11.0708575296637,2.77106e-05,2.19376165846134,0.31063417,1.249025,0.099718,1149.7328034023,91.839714,2.33376480352517,1.646811,22.4219066160939,554.993484245593,12.694616,42.4061,0.0763,4356.0,173.0,4.53491,0.3608,0.700726985931396,0.0575277,,,0.69,0.0852195
43,1,5,5,5,4,1,2,13.3,129.0,3.62,12,14,17,CP,True,7.384,0.006,1,qlp-s68-ffi,SPOC,0.05,0.064,0.0016377,1.0082361,1.5e-06,1.41,0.24,0.247576,0.013239,228.0,12.1939,1.7202,0.0924458,1882.94,1835.0,26.0,48.0883,0.0989,5795.29,44.5804,4.438,,1.13,0.05,,,1.04,0.129204
45,5,5,5,5,5,5,5,127.3,148.0,317.0,2,3,8,KP,True,9.77486,0.006,1,spoc-s01-s36-b0A-CPKP,SPOC,0.101,0.105,0.00033902162,2.31096889835692,1.0088291e-06,3.43038207029443,0.018429179,7.440388,0.037297,6829.42364951378,34.351486,17.3042800039326,0.83617586,4324.03545359106,2068.197748977,189.12912,298.109,6.691,6371.0,197.0,3.94807,0.439603,1.95411002635956,0.0941057,,,1.336,0.218944
46,1,5,5,5,4,1,1,17.1,202.3,4.65,0,14,4,CP,True,5.1054,0.006,1,qlp-s62-ffi,SPOC,0.127,0.136,0.0028276,6.267832,2.29e-05,2.789,0.237,0.348577,0.008096,321.0,7.45646,1.99779,0.0837751,203.434,1052.0,53.0,18.2702,0.0226,5950.0,,4.438,,1.15,0.05,0.0887839,0.00649598,1.1,0.140389
48,5,5,5,5,5,5,5,14.4,27.2,119.48,3,0,5,EB,False,10.7124,0.006,1,qlp,QLP,1.57,1.636,0.00446,6.30556,4e-05,2.946,0.394,0.934135,0.00134,860.0,1.23429,,,,,17.0,739.632,639.884,,,,,,,,,,
49,5,5,5,5,5,5,5,135.5,285.1,317.0,6,0,1,EB,False,11.8999,0.006,1,spoc-s01-s65-b0A-PC,QLP,0.053,0.054,0.0012453676,3.42310017313899,1.374783e-06,2.43775826059659,0.026315102,9.424918,0.096907,8643.10164549566,89.250626,35.4084056872344,4.8527308,3086.11293247263,1900.95879476362,147.44981,820.079,16.5695,5620.9,134.5,3.6,0.08,2.61261010169983,0.158683,-0.773322,0.1,1.0,0.124679
50,3,4,4,3,4,3,5,13.0,60.0,43.22,11,2,1,PC,True,11.7835,0.006,1,qlp-s28-tois,QLP,0.07,0.072,0.00191,4.86709,2e-05,3.103,0.389,4.580598,0.003424,4210.0,3.15395,7.42915,0.444077,435.152,1272.0,14.0,395.257,9.729,5814.3,793.8,4.34,2.0,1.15,0.06,,,1.13,0.153555
52,3,5,5,3,4,4,4,40.6,104.4,125.8,4,2,3,CP,True,10.9031,0.006,1,spoc-s01-s39-b0A-CP,QLP,0.029,0.033,0.0014220501,5.85740753759727,3.0940705e-06,5.85480292934519,0.02472023,7.069098,0.029277,6489.73023457872,26.96511,13.8892761532574,0.61632216,750.922027314322,1335.1143400762,157.52177,336.267,1.916,5982.9,108.8,4.03,0.08,1.6798700094223,0.0741256,0.211186,0.046085,1.1,0.141051
53,5,5,5,5,5,5,5,14.3,90.2,12.01,2,1,1,EB,False,11.0264,0.006,1,sector-01-qlp-alerts,QLP,0.046,0.06,0.002,1.59782,6e-05,1.49,0.296,1.862211,0.004951,1713.69,4.56,3.59995,0.207255,955.676,1548.0,32.0,137.504,0.4555,5037.6,64.8,4.72,0.2,0.79,0.02,0.102405,0.1,0.87,0.107354
54,5,5,5,5,5,5,5,14.1,68.2,52.8,2,1,1,EB,False,11.3569,0.006,1,sector-01-qlp-alerts,QLP,0.036,0.047,0.00494,7.00776,0.00315,2.68,0.824,3.988702,0.019543,3666.99,18.0,8.1288,0.625284,302.511,1161.0,16.0,376.849,4.5095,6347.0,102.6,4.23,0.45,1.22,0.04,,,1.26,0.191402
56,5,5,5,5,5,5,5,44.5,50.0,317.0,1,1,3,EB,False,10.0704,0.006,1,qlp-s27-ffi,QLP,0.069,0.059,0.00093,6.74657,1e-05,1.803,0.19,3.229435,0.002949,2970.0,2.71583,16.2785,0.919926,80.0277,833.0,31.0,402.734,8.073,5910.7,162.8,3.59,0.54,2.57,0.13,,,1.17,0.165402
58,5,5,5,5,5,5,5,22.2,109.0,80.03,1,0,1,EB,False,10.294,0.006,1,qlp-s30-ffi,QLP,0.042,0.046,0.00145,14.152,3e-05,3.599,0.23,4.133657,0.100766,3800.0,92.805,10.6751,1.45569,288.531,1148.0,39.0,234.138,1.3405,5823.9,138.2,4.6,0.16,1.28,0.06,0.19,0.12,1.21,0.177327
59,3,5,5,3,4,4,4,70.6,155.0,119.01,8,1,1,CP,True,12.0166,0.006,1,spoc-s01-s69-b0A-CP,QLP,0.035,0.05,6.235237e-05,2.08454341779798,2.925569e-07,2.01703803867042,0.008200487,13.662544,0.047224,12504.8250190009,43.493595,13.4432705000237,0.7049504,1085.49425855578,1463.95130869393,371.14728,355.683,2.826,5638.0,133.9,4.35,0.08,1.10645997524261,0.0579346,,,1.0,0.132466
60,5,5,5,5,5,5,5,32.6,73.4,110.14,3,0,1,EB,False,11.2314,0.006,1,sector-01-qlp-alerts,QLP,0.043,0.053,0.00219,2.51266,0.00045,2.411,0.173,3.033449,0.002942,2790.01,2.71,13.3617,0.731867,793.471,1478.0,22.0,601.367,11.559,5988.0,137.8,4.08,0.16,2.3,0.1,-0.03,0.12,1.15,0.158958
62,5,5,5,5,5,5,5,17.8,71.9,48.6,2,2,3,EB,False,11.2901,0.007,1,sector-01-qlp-alerts,QLP,0.077,0.059,0.00284,4.608,0.001,3.383,0.758,3.494326,0.008664,3213.22,7.98,7.99698,0.539026,724.001,1445.0,25.0,341.854,4.498,5935.0,141.5,4.29,0.65,1.28,0.06,,,1.12,0.145936
65,3,5,5,3,4,4,4,49.3,55.8,317.0,4,0,3,CP,True,10.8719,0.006,1,spoc-s01-s69-b0A-CP,QLP,0.067,0.078,9.975855e-05,4.2311172621589,6.345285e-07,4.35316354320607,0.013488421,7.912593,0.021517,7261.27593605794,19.817411,14.6260711096069,0.68786657,1489.1126253479,1584.35185260097,371.85303,411.719,8.01,6671.0,130.6,4.14,0.09,1.66401994228363,0.0781055,,,1.41,0.244606
66,5,5,5,5,5,5,5,13.6,63.1,52.86,1,0,3,EB,False,11.407,0.006,1,sector-01-qlp-alerts,QLP,0.053,0.064,0.00377,7.31898,0.00224,3.771,0.886,4.143792,0.011075,3809.3,10.2,8.79673,0.51237,468.718,1296.0,17.0,360.131,4.613,5926.0,79.5,4.27,2.01,1.3,0.03,,,1.15,0.154532
67,5,5,5,5,5,5,5,66.1,218.5,118.4,1,3,2,EB,False,9.6686,0.007,1,qlp-s69-ffi,QLP,0.056,0.049,0.0002239,7.7576444,1.9e-06,3.483,0.133,8.116828,0.078276,7448.0,72.0924,13.3028,0.0820769,445.472,1279.0,348.0,210.311,1.1585,6038.0,54.0,3.96,0.11,1.45,,,,,
71,3,5,5,3,4,4,4,39.7,105.1,85.34,6,1,2,CP,True,11.788,0.006,1,spoc-s01-s36-b0A-CPKP,QLP,0.05,0.048,0.0012657759,2.25544592236528,4.458845e-06,1.66786040481136,0.04603705,5.751925,0.15637,5283.71039006994,144.01193,11.0535292842194,0.5730389,1472.00952174388,1579.78288467845,34.75056,407.84,4.1945,5817.0,126.7,4.23,0.07,1.29660999774933,0.0621181,,,1.05,0.12634
74,5,5,5,5,5,5,5,61.5,143.6,75.4,22,2,3,PC,False,11.6626,0.006,2,spoc,SPOC,0.045,0.037,0.0015336432,1.81357672556142,0.00019187533,0.838218775453242,0.23335735,8.501737,0.869669,7799.81161219279,800.6742,10.2776167623595,2.846093,1028.13979768643,1444.21812846947,7.7045045,256.345,1.463,5237.0,183.0,4.2427,0.42297,1.10723,0.0651181,,,0.88,0.109325
75,4,5,5,5,4,5,4,15.7,55.7,69.55,5,28,12,CP,True,10.7379,0.006,1,qlp-s28-tois,QLP,0.094,0.069,0.00173,9.47686,4e-05,4.392,0.243,3.240324,0.001167,2980.0,1.07525,9.80856,0.54867,161.969,993.0,14.0,342.831,7.221,5801.8,235.6,4.32,2.0,1.79,0.09,,,1.031,0.12794
78,1,5,5,1,4,4,4,2.0,60.0,4.18,17,14,3,CP,True,8.7513,0.006,1,qlp-s69-ffi,SPOC,0.05,0.059,0.0017731,17.6671687,2.92e-05,2.525,0.14,0.927615,0.037816,854.0,34.8289,1.87042,0.12665,7.60884,462.0,26.0,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.69,0.04,-0.19,0.08,0.78,0.0888069
79,4,5,5,5,4,4,4,0.8,41.5,3.24,17,14,3,CP,True,8.7513,0.006,2,qlp-s68-ffi,SPOC,0.05,0.059,0.004136,29.7975205,8.87e-05,2.782,0.202,0.728774,0.036088,671.0,33.2375,1.60982,0.115321,3.2713,374.0,17.0,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.69,0.04,-0.19,0.08,0.78,0.0888069
80,2,5,5,2,4,4,4,1.1,6.1,1.65,17,14,3,CP,True,8.7513,0.006,3,qlp-s69-ffi,SPOC,0.05,0.059,0.0035407,12.1623316,4.41e-05,2.614,0.919,0.344233,0.02919,317.0,26.885,1.15643,0.097689,27.5458,638.0,14.0,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.69,0.04,-0.19,0.08,0.78,0.0888069
81,2,5,5,2,4,4,4,1.3,11.4,0.36,17,14,3,CP,True,8.7513,0.006,4,qlp-s69-ffi,SPOC,0.05,0.059,0.0041223,3.9766833,1.42e-05,1.859,0.302,0.154185,0.013163,142.0,12.1233,0.757588,0.0655541,89.0886,855.0,9.0,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.69,0.04,-0.19,0.08,0.78,0.0888069
82,1,5,5,1,4,4,4,1.2,7.8,0.88,17,14,3,CP,True,8.7513,0.006,5,qlp-s69-ffi,SPOC,0.05,0.059,0.0041425,7.9076222,2.62e-05,2.611,0.411,0.23563,0.015555,217.0,14.3268,0.969819,0.073197,44.8107,720.0,13.0,39.0341,0.04005,4813.0,111.0,4.38,0.21,0.69,0.04,-0.19,0.08,0.78,0.0888069
83,1,5,5,1,4,2,4,8.0,29.3,2.5,20,4,4,CP,True,9.41242,0.007,1,qlp-s63-ffi,QLP,0.054,0.052,0.0003728,3.6906795,1.3e-06,1.107,0.081,1.800557,0.04718,1657.0,43.4539,1.36751,0.0448017,8.77401,479.0,80.0,10.6194,0.0032,3469.0,68.0,4.9401,0.058929,0.31,0.01,,,0.292836,0.0201481
84,4,5,5,5,4,4,4,16.5,441.8,9.75,20,4,4,CP,True,9.41242,0.007,2,qlp-s63-ffi,SPOC,0.054,0.052,0.0004444,7.4507305,3.2e-06,0.475,0.12,1.675497,4.72609,1542.0,4343.43,3.04528,0.856434,1.96064,329.0,40.0,10.6194,0.0032,3469.0,68.0,4.9401,0.058929,0.31,0.01,,,0.292836,0.0201481
85,4,5,5,5,4,4,4,7.4,32.8,1.07,20,4,4,CP,True,9.41242,0.007,3,qlp-s63-ffi,QLP,0.054,0.052,0.0006774,2.2531134,1.5e-06,0.909,0.272,0.723341,0.119307,666.0,109.88,1.01428,0.0713486,82.284,839.0,40.0,10.6194,0.0032,3469.0,68.0,4.9401,0.058929,0.31,0.01,,,0.292836,0.0201481
86,5,5,5,5,5,5,5,9.9,284.2,103.66,3,1,1,EB,False,13.4004,0.007,1,spoc-s01s06-b0A,SPOC,0.073,0.106,0.0026260186,16.155373,0.000103,1.556705,0.037499,80.224553,1.764459,71225.723174,1623.8068,10.424281,7.728964,1.84600864691493,297.288549682656,49.630848,65.9528,0.20035,3270.0,63.0,4.98242,0.409627,0.271,0.047,,,0.302101,0.0202307
87,1,5,5,1,4,4,4,12.7,136.7,4.71,8,5,3,CP,True,9.49275,0.007,1,qlp-s69-ffi,SPOC,0.058,0.068,0.0008831,2.8531016,1.7e-06,1.142,0.173,1.515659,0.130923,1395.0,120.577,2.02068,0.114301,23.0419,610.0,28.0,22.4751,0.02605,3703.0,66.0,4.76229,0.061557,0.52,0.02,,,0.515356,0.0204259
88,1,5,5,1,4,4,4,4.9,62.8,7.04,23,7,6,CP,True,10.42,0.006,1,qlp-s69-ffi,QLP,0.073,0.042,0.0018585,6.5578513,1.06e-05,2.08,0.17,1.734219,0.087539,1596.0,80.6229,2.54474,0.244377,24.9125,622.0,18.0,62.699,0.20675,4111.0,171.0,4.55528,0.449348,0.66,0.06,,,0.68,0.0803989
89,4,5,5,5,4,4,4,2.7,66.6,12.29,23,7,6,CP,True,10.42,0.006,2,spoc,SPOC,0.073,0.042,0.004083,20.708504,0.003165,2.236524,0.274134,1.800631,0.484506,1657.067907,446.14713,3.751004,1.518233,19.4977724575681,535.939786629264,9.537692,62.699,0.20675,4111.0,171.0,4.55528,0.449348,0.701202,0.152166,,,0.68,0.0803989
