,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Pipeline Signal ID,Source,Detection,PM RA err (mas/yr),PM Dec err (mas/yr),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err
418,3,5,5,4,4,3,4,10.8,110.9,8.34,2,20,3,CP,True,6.7799,0.006,1,spoc-s01-s36-b0A-PC,SPOC,0.077,0.084,0.0009415649,6.86595824422574,1.7074713e-05,3.45576104475193,0.24825074,0.362712,0.020215,334.014558870257,18.618645,2.81449145017817,0.841036,531.520984790177,1224.61578594826,16.847942,54.5306,0.12465,6212.63,49.0057,4.438,,1.50004005432129,0.0580779,,,1.2,0.163384
419,3,5,5,3,4,4,4,41.1,135.8,97.15,3,3,3,CP,True,9.3935,0.006,1,qlp-s69-ffi,SPOC/QLP,0.061,0.077,0.001148,10.3311664,1.11e-05,5.626,0.278,4.980822,0.08574,4577.0,78.9664,11.9428,0.601647,253.126,1111.0,157.0,179.366,1.0125,5760.0,189.0,3.97699,0.288134,1.73,0.09,,,1.04,0.129043
420,5,5,5,5,5,5,5,14.3,115.2,77.8,2,1,7,EB,False,13.084,0.007,1,spoc-s06-b01,UNKNOWN,2.0,2.0,0.004222,10.8717,0.00594,2.943958,0.429073,15.972321,1.904575,14603.37238,1752.6406,9.098964,23.361732,4.58694029854532,373.250605964648,11.663487,173.8201,,3692.0,65.0,4.78092,0.353337,0.488,0.074,,,0.555463,0.0211008
421,5,5,5,5,5,5,5,68.3,66.3,317.0,2,0,1,KP,True,10.439,0.006,1,spoc-s01-s36-b0A-CPKP,SPOC/QLP,0.039,0.043,0.00023070979,4.37808065212245,2.2370962e-06,5.39009777089364,0.029562065,7.708223,0.036056,7074.39313879733,33.208263,15.1767345885551,0.8269774,1103.2707505918,1469.90841336922,197.32759,290.684,2.021,5570.0,,4.01069,,1.79224002361298,0.0968467,0.28,0.05,1.02,0.128764
422,5,5,5,5,5,5,5,33.5,113.3,59.82,0,1,4,EB,False,11.6888,0.006,1,qlp,UNKNOWN,0.076,0.061,0.0010212,4.728681,9.4e-06,4.533,0.191,10.901047,0.003485,9990.0,3.20954,8.96336,0.808714,222.388,1075.0,86.0,149.953,0.952,4425.0,90.0,4.57,0.13,0.9,0.08,0.034,0.051,0.692,0.0808524
423,5,5,5,5,5,5,5,39.9,111.9,52.47,1,3,1,EB,False,9.9955,0.031,1,qlp,UNKNOWN,0.082,0.071,0.0009288,1.2667147,2.6e-06,1.712,0.475,2.032227,0.013403,1870.0,12.3444,8.31491,0.803332,3265.32,2105.0,49.0,282.205,3.579,6084.0,193.0,4.28965,2.00468,1.87,0.08,,,1.42,0.258561
427,1,5,5,1,4,4,4,6.7,13.2,1.93,19,3,13,CP,True,11.1972,0.007,1,spoc-s01-s65-b0A-CP,SPOC,0.086,0.048,0.00066091446,1.19799956041588,6.253827e-06,0.96820033955604,0.30645123,1.24966,0.101338,1150.31772968271,93.331795,1.21073387620264,1.1058786,58.2602236868205,704.63268834696,16.802065,27.3644,0.0376,3332.0,63.0,4.91528,0.142281,0.354528993368149,0.0107089,,,0.33944,0.0203209
428,5,5,5,5,5,5,5,38.0,103.6,116.63,0,0,1,KP,True,11.8997,0.006,1,spoc,UNKNOWN,0.081,0.052,0.0007946,3.64666120530808,4.0383798e-06,3.9225178129503,0.059136398,9.809919,0.127797,8994.57366424846,117.6988,13.2844134097076,0.6727048,999.66875050179,1434.11434074802,50.01656,506.965,12.872,6096.0,,4.21513,,1.35671997070312,0.0661156,0.12,0.03,1.18,0.165146
429,5,5,5,5,5,5,5,146.7,170.9,317.0,0,0,1,KP,True,9.93908,0.006,1,qlp-s61-ffi,QLP,0.081,0.058,0.0001973,2.8106006,8e-07,1.956,0.107,13.081265,0.283058,11976.0,260.672,15.6823,0.818348,813.66,1487.0,195.0,213.985,2.195,6304.0,,4.35913,,1.34,0.07,0.12,0.03,1.254,0.181435
430,5,5,5,5,5,5,5,42.6,45.2,317.0,0,2,1,KP,True,12.7656,0.007,1,qlp-s72-ffi,SPOC,0.046,0.032,0.0004728,3.3326812,8e-07,3.125,0.015,18.625042,0.074965,17008.0,69.0431,14.4797,0.641244,521.877,1331.0,197.0,528.825,7.483,5645.0,,4.37683,,1.11,0.05,0.171049,0.0320279,1.01,0.119386
431,5,5,5,5,5,5,5,43.3,105.5,126.54,0,0,2,KP,True,11.3155,0.006,1,qlp-s46-tois,UNKNOWN,0.094,0.049,0.0005194,3.1220237,3.4e-06,3.41,0.088,7.134965,0.000987,6550.0,0.909271,13.9405,0.883956,1198.68,1639.0,82.0,515.458,16.1965,6280.0,,4.08133,,1.73,0.11,-0.134,0.01,1.25,0.185737
434,5,5,5,5,5,5,5,324.7,479.1,317.0,0,1,3,KP,True,10.056,0.006,1,qlp-s61-ffi,SPOC,0.04,0.042,0.0001842,1.2749246,3e-07,2.783,0.038,20.494396,0.094326,18699.0,86.8734,22.0328,0.876995,6216.41,2473.0,502.0,269.898,1.571,6459.0,,4.24006,,1.52,0.06,,,1.45,0.25252
436,5,5,5,5,5,5,5,13.2,141.8,14.24,1,0,2,EB,False,13.2312,0.007,1,spoc-s07-b01,SPOC,0.067,0.09,0.006628,2.974175,0.001636,3.031634,0.343247,12.785984,1.833569,11707.257241,1687.3541,3.756355,0.897648,13.8678401334875,492.177726931967,7.1741686,56.336,0.1543,3333.0,102.0,4.94824,0.506965,0.302,0.065,,,0.288049,0.0201765
439,1,5,5,1,4,4,4,10.4,12.6,2.42,4,4,3,CP,True,9.4022,0.006,1,spoc-s01-s65-b0A-CP,SPOC,0.04,0.037,0.0005714114,0.548157295169223,8.9238165e-06,0.942466837009212,0.1871087,0.246335,0.019002,226.857353636236,17.501747,1.35917742978813,0.39238426,1463.11558723155,1577.39118254255,17.792326,47.3924,0.0473,4590.0,176.0,4.50961,0.324858,0.751824975013733,0.0631583,,,0.7,0.0800304
440,4,4,4,5,5,5,5,174.8,175.4,317.0,1,0,1,KP,True,10.3887,0.006,1,qlp-s34-tois,SPOC,0.041,0.042,0.0015644,1.7100122,8e-07,1.79,0.112,13.855164,0.002567,12680.0,2.36465,17.2191,0.87616,826.113,1493.0,352.0,250.121,1.539,5720.0,,4.16816,,1.51,0.07,,,1.06,0.139498
442,4,5,5,4,4,4,5,57.2,220.6,90.67,5,48,5,CP,True,9.19813,0.006,1,qlp-s71-ffi,SPOC,0.095,0.053,0.0002941,3.6773543,1.2e-06,1.441,0.185,4.29606,0.181849,3949.0,167.475,11.426,0.45212,786.44,1475.0,127.0,255.416,3.8885,7887.0,218.0,4.28126,0.47567,1.68,0.06,,,1.835,0.280385
443,5,5,5,5,5,5,5,285.0,564.0,317.0,3,1,3,EB,False,9.6646,0.006,1,qlp,UNKNOWN,0.062,0.065,0.0002168,1.6773063,8e-07,2.352,0.028,4.25355,0.081742,3910.0,75.2842,29.2836,2.71543,15535.1,3110.0,277.0,425.719,5.639,6915.0,204.0,4.17618,1.79143,2.56,0.1,,,1.62,0.275107
444,5,5,5,5,5,5,5,84.4,96.4,317.0,0,0,1,KP,True,10.6815,0.006,1,spoc,UNKNOWN,0.041,0.039,0.0011183,3.32946492386429,8.828302e-07,4.01231078871438,0.015445955,11.574609,0.038815,10603.986390495,35.749672,16.0269618715281,0.6831824,1612.76181200945,1616.26402855007,289.72116,324.683,2.4605,6003.0,,4.16979,,1.5223799943924,0.0646733,,,1.33,0.225109
445,5,5,5,5,5,5,5,10.5,39.2,23.11,1,1,5,EB,False,10.4215,0.006,1,spoc-s07-b01,SPOC,0.067,0.037,0.003381,2.774207,0.000722,2.393565,0.531679,0.7531,0.072173,693.389889,66.471954,2.582442,3.122172,444.231027999463,1170.9058394241,9.472691,267.292,2.665,5280.0,183.0,4.44454,2.00384,0.945062,0.945062,,,0.9,0.111488
447,5,5,5,5,5,5,5,120.5,208.9,317.0,0,0,1,KP,True,9.654,0.006,1,qlp,UNKNOWN,0.09,0.08,0.0001826,4.6117328,1.9e-06,4.065,0.151,12.986764,0.000234,11890.0,0.215946,18.7958,0.671401,1460.67,1722.0,226.0,300.276,4.614,7346.0,210.0,4.14208,1.62475,1.67,0.06,0.453561,0.00937043,1.7,0.275479
448,2,5,5,2,4,2,4,8.3,107.1,7.69,4,27,9,CP,True,7.9259,0.006,1,qlp-s72-ffi,SPOC,0.079,0.043,0.0012018,9.0588209,1.17e-05,3.342,0.214,0.950435,0.025366,875.0,23.3623,2.67607,0.130267,92.839,864.0,32.0,48.9739,0.1055,5560.26,43.3509,4.438,,0.96,0.04,,,0.98,0.128967
449,1,5,5,1,4,4,4,5.0,94.5,9.3,4,27,9,CP,True,7.9259,0.006,2,spoc-s01-s36-b0A-PC,SPOC,0.079,0.043,0.0023304,21.4003129,0.0001262,5.38474589616623,0.32298875,1.043627,0.036955,960.753987733744,34.036156,3.00104262363052,0.6084392,35.2811723896033,621.592122015791,24.131968,48.9739,0.1055,5560.26,43.3509,4.438,,0.962324023246765,0.0434171,,,0.98,0.128967
451,5,5,5,5,5,5,5,73.3,94.3,317.0,0,0,3,KP,True,11.3072,0.007,1,qlp-s46-tois,UNKNOWN,0.077,0.063,0.0002352,3.3552499,1.6e-06,3.547,0.028,13.448358,0.000188,12310.0,0.173614,16.4831,0.818767,1047.12,1584.0,207.0,415.344,6.5355,6373.0,,4.27283,,1.42,0.07,-0.21,0.08,1.25,0.197415
454,5,5,5,5,5,5,5,18.2,70.7,27.51,1,0,2,PC,False,14.7095,0.007,1,spoc,SPOC,2.0,2.0,0.008993,1.445433,0.000968,3.684343,0.720241,18.213453,2.373195,16635.28994,2183.4067,3.493627,0.975823,29.2577267084475,593.170978124137,7.890174,190.2254,,3266.0,101.0,4.98546,0.527945,0.269,0.06,,,0.432904,0.027888
455,5,5,5,5,5,5,5,9.5,46.3,86.76,0,1,6,KP,True,13.6674,0.008,1,spoc-s01-s46-b0A,SPOC,0.061,0.037,0.0036327892,11.390955594329,2.610058e-05,3.79136030331111,0.1938624,18.129051,0.571662,16558.8432191793,526.3812,11.1621830613777,0.64199126,46.9022128539075,667.448994111466,29.865011,475.758,8.116,5027.0,,4.51935,,0.875935971736908,,,,0.81,
456,4,5,5,4,4,4,4,33.2,94.0,97.73,13,2,7,PC,True,13.7988,0.007,1,spoc-s01-s46-b0A,SPOC,0.06,0.04,0.0017526764,3.11489170144463,2.1308392e-06,2.36263211087018,0.050176285,28.139032,0.446142,25584.0432269237,410.8274,11.9721077960683,0.23636968,198.092302339249,956.834111040804,52.26891,442.813,6.8055,4973.0,172.0,4.438,,0.749559998512268,,,,0.82,
458,5,5,5,5,5,5,5,15.4,72.3,96.97,0,0,0,EB,False,13.2361,0.006,1,spoc-s01-s65-b0A-PC,SPOC,0.03,0.032,0.001272626,9.88502437905873,1.17609725e-05,2.42343527895289,0.1411991,10.792883,0.557726,9891.36817605287,513.5525,11.9173601466955,8.328078,66.4246833759622,728.118595696923,25.435297,416.217,2.6445,5522.0,180.0,4.39493,,0.819195985794067,,,,0.94,
460,3,5,5,3,4,4,4,144.1,322.8,97.07,7,1,5,CP,True,14.4347,0.007,1,spoc-s01-s65-b0A-PC,SPOC,0.095,0.073,0.000101544516,1.26523376763187,6.765478e-07,1.21210026319974,0.016693883,126.788129,1.165021,110215.679507922,1072.4487,11.9244052824458,0.3808433,53.9865076447088,691.339001573825,145.18329,115.557,0.9295,3225.0,100.0,5.00457,0.531516,0.355309009552002,0.0109591,,,0.34034,0.0204828
464,5,5,5,5,5,5,5,31.9,183.0,42.24,4,5,7,PC,False,9.6833,0.006,1,spoc,SPOC,0.116,0.185,0.001169,9.91102,0.001685,2.981681,0.100397,6.582247,0.619925,6044.13412,570.8092,7.705774,1.300738,63.4418378596689,719.803059840604,15.278281,77.8471,0.5851,4692.0,177.0,4.29723,0.337979,0.941705,0.147578,,,0.79,
465,5,5,5,5,5,5,5,5.4,40.3,26.9,6,1,6,PC,False,10.094,0.006,1,spoc,SPOC,0.087,0.07,0.002412,12.983175,0.003306,1.527578,0.761684,1.283009,0.175077,1180.996904,161.23894,5.933251,6.288821,397.468687367061,1138.79481132182,7.579506,293.27,3.5595,6962.64,13.5697,4.14716,0.016843,1.67983,0.066178,-0.187102,0.0106535,1.511,0.262355
467,5,5,5,5,5,5,5,14.2,134.9,34.1,1,1,14,PC,False,12.3069,0.007,1,spoc,SPOC,0.1,0.076,0.004324,7.699087,0.003345,4.380607,0.39642,8.80014,0.679566,8072.469566,625.70715,6.21451,8.41901,8.72130455600845,438.293583500218,16.209078,70.9325,0.2068,3617.0,67.0,4.81052,0.362772,0.45,0.07,,,0.464152,0.0203707
469,5,5,5,5,5,5,5,31.9,103.2,66.74,1,0,3,PC,False,13.3675,0.006,1,spoc,SPOC,0.054,0.044,0.002002,3.524465,0.000652,3.103957,0.160922,23.956142,1.091452,21822.783693,1004.7591,9.045877,1.545847,53.1308723661231,688.583300895633,17.919674,192.351,1.24,3965.0,147.0,4.68568,0.375183,0.613,0.1,,,0.628,
470,5,5,5,5,5,5,5,132.5,534.5,71.06,0,0,4,PC,False,14.1396,0.008,1,spoc,SPOC,0.138,0.117,0.002003,1.665878,0.000283,4.956738,0.144742,97.211686,2.826642,85643.986097,2600.0479,6.98229,5.428897,10.9121138539285,463.550412338525,19.085302,63.0507,0.44045,3021.0,97.0,5.10725,0.532457,0.172,0.038,,,0.214929,0.020177
471,3,5,5,3,4,4,4,15.4,92.2,53.89,3,1,8,CP,True,13.5287,0.008,1,spoc-s01-s46-b0A,SPOC,0.083,0.073,0.0023640802,6.38758416675606,7.486328e-06,2.50853041835926,0.09716106,26.069931,0.678951,23725.3164803129,625.14154,8.43478894603122,0.3639357,14.2590141162604,495.612355052907,35.809254,148.762,1.101,3688.0,69.0,4.78199,0.354944,0.544768989086151,0.0163464,,,0.540526,0.0203953
472,5,5,5,5,5,5,5,17.7,89.0,7.63,1,0,4,PC,False,13.8097,0.01,1,spoc,SPOC,2.0,2.0,0.002165,0.567995,0.000108,1.408867,0.400217,5.669893,0.543539,5208.552517,500.4922,2.671369,1.172365,185.074234562457,940.711038241991,9.056893,167.3049,,3462.0,103.0,4.88307,0.464398,0.368,0.073,,,0.377,0.091
473,3,5,5,3,4,4,4,23.5,89.9,28.29,2,3,12,CP,True,12.6785,0.007,1,spoc-s06-b02,SPOC/QLP,0.061,0.047,0.001184,2.326811,0.000249,1.669099,0.169089,9.359158,0.399661,8583.056608,368.0338,5.611109,1.093347,89.3264410642955,784.087909875487,20.497864,135.047,0.548,3946.0,69.0,4.69039,0.330439,0.606,0.086,,,0.606938,0.0203687
475,5,5,5,5,5,5,5,12.7,37.0,105.64,0,0,2,KP,True,14.4266,0.009,1,spoc-s01-s36-b0A-CPKP,SPOC,0.062,0.07,0.0027570077,4.03504443843292,2.7805856e-05,2.85261627639377,0.4046506,12.943331,1.205381,11850.4722606186,1109.5808,12.5330606167803,1.699505,546.533887079342,1233.17304517543,10.193945,1148.93,59.135,5945.0,,4.46721,,1.13706994056702,,,,1.08,
476,5,5,5,5,5,5,5,31.5,37.4,317.0,0,0,4,KP,True,14.7971,0.014,1,spoc-s01-s36-b0A-CPKP,SPOC,0.066,0.068,0.0037613336,2.82803914988691,1.2955105e-05,2.62159430961908,0.23963626,31.796317,1.950937,28860.8258277955,1795.2656,17.7603706515225,1.2277269,661.133437816771,1293.27841819271,15.43402,1126.37,55.745,5675.0,,4.37342,,1.03673994541168,,0.17,0.14,1.02,
477,5,5,5,5,5,5,5,13.8,18.4,317.0,0,0,2,KP,True,13.8786,0.026,1,spoc-s01-s36-b0A-CPKP,SPOC,0.06,0.05,0.0038659277,9.24323029360052,6.372752e-05,2.40458722408885,0.28772488,11.877516,1.228208,10879.9770333065,1130.5815,15.3965056571708,1.3283917,180.870439059803,935.323072807897,9.560191,844.061,23.527,5880.0,,4.47813,,1.29981005191803,,,,0.94,
478,5,5,5,5,5,5,5,35.8,51.4,317.0,0,0,0,KP,True,13.4831,0.015,1,spoc,UNKNOWN,0.048,0.044,0.0028052048,4.03790124330741,1.44367195e-05,2.9331124453731,0.1603818,16.676984,1.303307,15242.7058564524,1199.67,18.3826740466459,2.504766,786.294909590384,1350.56694310731,21.654839,882.472,25.62,6100.0,,4.28733,,1.27298998832703,,0.04,0.05,1.21,
479,5,5,5,5,5,5,5,14.7,68.6,18.51,8,2,7,PC,False,14.1477,0.008,1,spoc,SPOC,0.114,0.093,0.0028717723,1.66976904090466,0.0003431061,2.01053480287211,0.30597737,11.64217,1.02344,10665.5505700439,942.1793,4.49856014834914,0.7500977,49.2213076887974,675.550837117717,10.02832,133.21,1.5015,3411.0,102.0,4.90948,0.480684,0.433512,0.0135164,,,0.428732,0.0207529
481,3,5,5,3,4,4,4,7.0,33.9,0.86,12,0,5,CP,True,11.5045,0.007,1,spoc-s01-s36-b0A-CPKP,SPOC,0.082,0.093,0.0009524355,1.23915336351242,4.8953157e-06,0.488774921389765,0.11378676,2.520376,0.144121,2318.65944094854,132.73195,0.965470636275173,0.41618714,21.6623126090071,550.232139495195,17.89114,14.0022,0.00885,3042.0,,4.438,,0.197117000818253,0.00592568,,,0.166161,0.0200639
484,5,5,5,5,5,5,5,61.5,165.8,30.91,2,0,2,PC,False,15.0404,0.008,1,spoc,SPOC,2.0,2.0,0.003362,0.530893,0.000146,1.910177,0.234509,36.943228,3.325312,33453.597195,3058.0403,3.747202,0.900232,61.4271910807255,714.019238752096,9.624941,,,3085.0,99.0,5.0795,0.549539,0.193,0.044,,,0.291869,0.0259467
485,4,5,5,4,4,4,4,15.6,114.8,5.32,3,6,8,PC,True,9.6504,0.006,1,spoc,QLP,0.063,0.058,0.00048231464,1.54835416755448,4.2331544e-06,1.20309254441597,0.14919817,1.006304,0.051374,926.411103200282,47.315773,2.16017406801005,0.64126754,240.195034516511,1004.06251991383,20.608194,41.1166,0.0734,4665.0,177.0,4.67631,0.316736,0.663414001464844,0.0607689,,,0.66,0.0812266
486,5,5,5,5,5,5,5,42.1,40.3,317.0,0,0,2,KP,True,14.2465,0.019,1,spoc,SPOC,0.068,0.066,0.0013672399,1.90008624738961,3.933117e-06,2.30582320966246,0.096987754,28.287198,0.916312,25717.008585778,843.5981,15.0496207773255,0.5327904,823.700878259345,1366.35053703611,28.292719,764.889,26.699,5440.0,,4.41615,,0.934028029441833,,,,0.97,
487,5,5,5,5,5,5,5,14.7,56.1,118.92,0,0,0,KP,True,13.1573,0.013,1,spoc,UNKNOWN,0.049,0.044,0.0041813,9.20164964153958,3.1409043e-05,4.43173329634051,0.18872592,15.101072,0.457213,13812.3233628416,421.02008,13.4373959285322,0.48492947,203.951675432255,963.832505486393,24.720894,726.412,14.8815,6190.0,,4.36651,,1.12270998954773,,,,1.21,
488,5,5,5,5,5,5,5,74.3,89.2,317.0,0,0,3,KP,True,13.0501,0.017,1,qlp,UNKNOWN,0.047,0.041,0.0011653,1.5089635,8.9e-06,2.373,0.245,14.361134,0.011247,13140.0,10.3586,20.5944,,2852.63,2036.0,33.0,787.909,23.491,5950.0,,4.32551,,1.29,,0.0656466,0.0300576,1.26,
489,5,5,5,5,5,5,5,19.5,41.2,119.77,0,0,2,KP,True,13.1861,0.035,1,spoc,UNKNOWN,0.052,0.049,0.0041271336,3.89712026061546,1.8891296e-05,4.82588820686225,0.24742348,6.875702,0.304019,6312.74627708141,279.97253,13.4932227493111,0.7149572,1103.80901054494,1470.08766404789,16.031055,790.663,25.904,6090.0,,4.08625,,1.63950002193451,,,,1.03,
490,5,5,5,5,5,5,5,55.2,178.0,18.05,3,0,2,PC,False,14.2321,0.008,1,spoc,SPOC,0.073,0.088,0.000477,0.516278,2.1e-05,0.565611,0.106334,22.255273,1.121868,20289.210823,1032.7452,2.442348,0.6369,50.4166360929242,679.615407056527,18.210543,80.6542,0.3604,3009.0,97.0,5.10976,0.525773,0.169,0.037,,,0.284217,0.0202917
491,5,5,5,5,5,5,5,272.4,933.0,317.0,0,1,3,EB,False,9.1073,0.007,1,qlp-s31-ffi,UNKNOWN,2.0,2.0,0.00012,13.24981,0.0,3.299,0.014,29.996901,0.445266,27250.0,410.021,20.6343,,47.2877,,52.0,62.0121,,5076.0,8.0,4.71,0.01,0.69,,0.089,0.026,,
492,5,5,5,5,5,5,5,249.5,589.2,317.0,0,1,3,PC,False,9.1073,0.007,2,spoc,SPOC,2.0,2.0,0.000442,10.043245,0.00061,3.099789,0.039044,23.479457,0.254876,21393.227138,234.72195,16.682435,6.3188,36.1287428451476,625.292129143932,85.7181,62.0121,,5076.0,8.0,4.71,0.01,0.670549,0.02346,0.089,0.026,,
493,5,5,5,5,5,5,5,43.3,125.5,79.63,0,1,0,KP,True,13.9143,0.007,1,spoc,SPOC,0.037,0.042,0.0012524436,2.64730512494267,3.0234894e-06,1.21128096242306,0.054065313,23.451338,1.074933,21367.8824901043,989.5596,10.6134480795676,3.2976332,70.1195731005699,738.039431089912,35.281853,218.121,1.037,3916.0,,4.71907,,0.567866027355194,0.0171805,,,0.561044,0.0204813
494,3,5,5,3,4,4,4,36.2,107.8,67.92,4,0,5,CP,True,13.8231,0.007,1,spoc-s01-s36-b0A-PC,SPOC,0.038,0.048,0.00035394172,2.78865403242748,3.1284835e-06,1.89001860895223,0.051824372,28.981573,0.523575,26339.9057953059,482.11438,9.66512601302999,0.3510175,51.9487661838846,684.720860065235,43.573982,194.964,1.118,3654.0,162.0,4.438,,0.587105989456177,0.0175241,,,0.577439,0.0203329
495,5,5,5,5,5,5,5,2.1,37.3,7.21,7,4,3,O,False,10.0614,0.006,1,spoc-s05-b02_old,SPOC,0.039,0.041,0.003863,14.058151,0.005392,3.514627,0.849132,0.932632,0.118849,858.616845,109.45815,2.467289,2.266664,41.3300315604013,646.675166834976,8.819479,108.159,0.235,5465.0,186.0,4.57025,0.276352,0.839854,0.102877,,,0.91,0.110815
500,3,4,4,3,4,4,4,40.1,85.9,94.77,5,1,2,CP,True,14.857,0.007,1,spoc-s01-s36-b0A-PC,SPOC,0.057,0.09,0.0005850338,1.94163656751314,3.2642804e-06,1.93213583652636,0.08019122,36.372215,1.086852,32945.1347849357,1000.52655,11.7569043885576,0.5201643,127.674273537036,857.325217693673,29.584158,385.689,5.7415,3837.0,133.0,4.72608,0.400388,0.633668005466461,0.0202681,,,0.614735,0.0210845
501,5,5,5,5,5,5,5,3.9,37.4,4.98,1,3,7,EB,False,11.3075,0.006,1,spoc-s05-b02_old,SPOC,0.079,0.058,0.00574,2.294185,0.000938,2.750763,0.652343,0.757535,0.102336,697.472004,94.25027,1.95611,1.294193,304.478913971646,1065.39107683538,7.231075,146.905,1.0675,5062.0,19.0,4.62,0.03,0.707445,0.034104,-0.371,0.022,0.844,0.0984221
503,3,5,5,3,4,4,4,19.4,68.8,120.33,6,1,5,CP,True,10.9923,0.006,1,spoc-s01-s36-b0A-CPKP,QLP,0.042,0.042,0.0009731,14.5728985428105,0.0008190047,2.56234973603778,0.09951017,4.858052,0.168123,4464.43598911239,154.8349,13.5300683128701,0.6676787,248.855373926926,1012.99314265918,31.568552,402.63,3.8195,6025.8,107.0,4.0,0.07,1.76094996929169,0.0741809,-0.62,0.12,1.12,0.143013
504,3,5,5,3,4,4,4,47.3,165.1,101.3,8,12,3,CP,True,10.5704,0.006,1,qlp-s31-tois,QLP,0.031,0.04,0.0003819,6.9839072,6.1e-06,5.076,0.065,10.96685,0.000317,10050.0,0.292261,12.2398,0.562704,404.915,1249.0,170.0,233.266,1.5315,5972.0,124.7,4.31,0.08,1.21,0.06,,,1.1,0.146335
505,4,5,5,4,4,4,4,12.1,159.8,7.39,25,11,11,CP,True,8.5925,0.006,1,qlp-s61-ffi,SPOC,0.051,0.041,0.0009785,6.3980642,6.5e-06,2.004,0.137,1.79947,0.057878,1656.0,53.3061,2.62025,0.21636,33.7178,671.0,33.0,31.5666,0.03205,4695.0,92.0,4.5,0.2,0.63,0.05,-0.21,0.06,0.75,0.0893632
506,1,4,1,2,4,4,4,2.3,78.3,4.66,25,11,11,CP,True,8.5925,0.006,2,qlp-s61-ffi,SPOC,0.051,0.041,0.0014936,18.8792871,5.9e-05,3.262,0.262,1.302579,0.041311,1199.0,38.0485,1.99787,0.167093,10.5814,502.0,24.0,31.5666,0.03205,4695.0,92.0,4.5,0.2,0.63,0.05,-0.21,0.06,0.75,0.0893632
507,4,5,5,4,4,4,4,3.9,58.3,7.58,33,24,7,CP,True,9.5273,0.006,1,qlp-s72-ffi,SPOC,0.088,0.094,0.0024724,10.778833,2.89e-05,3.416,0.347,1.227576,0.044597,1130.0,41.0743,2.6584,0.157545,65.3136,791.0,24.0,85.799,0.496,5391.0,185.0,4.52526,0.28868,0.84,0.05,,,0.95,0.117329
508,4,5,5,4,4,4,4,8.7,12.0,2.83,33,24,7,CP,True,9.5273,0.006,2,qlp-s72-ffi,SPOC,0.088,0.094,0.0016031,0.4465713,6e-07,1.077,0.269,0.319253,0.022956,294.0,21.1432,1.48867,0.100506,4347.38,2262.0,21.0,85.799,0.496,5391.0,185.0,4.52526,0.28868,0.84,0.05,,,0.95,0.117329
509,4,5,5,4,4,4,4,2.0,49.1,8.66,33,24,7,CP,True,9.5273,0.006,3,spoc-s01-s72-b0A-CP,SPOC,0.088,0.094,0.0177297,25.7122157303,0.0022761028,5.97102278570611,1.5182297,1.250896,0.136237,1151.45473800456,125.47072,2.87813920953189,1.1454114,2.86391780935147,331.787398412119,10.010626,85.799,0.496,5391.0,185.0,4.52526,0.28868,0.840575993061066,0.0452261,,,0.95,0.117329
510,1,5,5,4,4,1,4,7.5,26.6,2.16,9,10,9,CP,True,8.74094,0.007,1,qlp-s62-ffi,SPOC,0.1,0.083,0.0008558,3.9306027,3e-06,1.196,0.275,1.138448,0.059668,1048.0,54.9547,1.26995,0.0506095,16.4901,561.0,29.0,9.44181,0.00511,3505.0,90.0,4.90573,0.061793,0.36,0.01,,,0.34592,0.0201631
512,4,5,5,4,4,4,4,48.5,153.2,46.67,5,3,5,CP,True,10.6701,0.006,1,spoc-s01-s65-b0A-CP,SPOC,0.05,0.042,0.0002489759,1.65114558034976,2.262905e-06,0.949524728213898,0.028884921,3.485991,0.139817,3205.56714366171,128.76796,7.75140650024803,0.44668624,1452.38288987204,1574.49044916955,36.129078,199.581,1.2615,5752.0,189.0,4.47122,0.584777,1.12196004390717,0.0548141,,,0.977,0.122464
514,5,5,5,5,5,5,5,12.9,69.9,6.84,4,1,1,EB,False,12.625,0.007,1,spoc-s08-b01,SPOC,0.055,0.054,0.002755,0.846542,0.000179,2.408837,0.443968,2.74448,0.256708,2524.567663,236.40909,1.642414,0.666679,85.2240732043123,774.926158667517,9.50554,83.5896,0.28795,3380.0,101.0,4.92521,0.490647,0.325,0.068,,,0.493652,0.0203747
