,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,Pipeline Signal ID,Source,Detection,Period (days),Duration (hours),Depth (mmag),Depth (ppm),Planet Radius (R_Earth),Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Eff Temp (K),Stellar log(g) (cm/s^2),Stellar Radius (R_Sun),Stellar Mass (M_Sun)
0,5,5,5,5,5,5,5,87.6,211.2,116.12,0,1,3,KP,True,12.4069,1,spoc-s01-s69-b0A-KP,SPOC,1.43036994965074,1.61659940399439,20.784,18960.7122943629,13.1874503075824,1281.2408253875,1525.90480889146,151.72173,375.31,5600.0,4.48851,0.890774011611938,1.05
1,5,5,5,5,5,5,5,137.4,179.0,317.0,1,2,1,KP,True,9.7109,1,qlp-s68-ffi,SPOC,4.4119378,3.65,16.477767,15062.0,15.4706,653.252,1408.0,1112.0,175.631,6280.0,4.32092,1.21,1.28
2,5,5,5,5,5,5,5,47.7,136.4,116.75,0,0,7,KP,True,11.5232,1,sector-01-spoc-alerts,SPOC,3.547854,3.494333,11.377523,10424.3718,14.581841,1212.004376,1504.858953,59.5,411.211,6351.0,4.22896,1.4,1.27
3,5,5,5,5,5,5,5,52.4,122.6,121.75,1,0,3,KP,True,9.8638,1,spoc-s01-s36-b0A-CPKP,SPOC,4.0872956,5.5861130474761,3.885379,3572.17124985973,13.6237731764604,2242.36054008399,1755.07673832663,48.678577,316.678,6036.0,3.93359,2.21866989135742,1.16
4,5,5,5,5,5,5,5,187.2,431.1,122.95,1,3,2,KP,True,9.4995,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,2.18466694872065,2.86528001574358,12.786825,11708.0228548887,13.702852670325,1362.1381428406,1549.44098010565,349.33414,137.544,5630.0,4.37759,1.23824000358582,1.03
5,5,5,5,5,5,5,5,88.4,107.0,317.0,1,0,3,KP,True,10.3157,1,qlp-s69-ffi,SPOC,2.8493825,3.567,8.774451,8049.0,16.3869,2005.83,1864.0,425.0,364.411,6900.0,4.438,1.77,1.44
6,5,5,5,5,5,5,5,180.3,267.9,317.0,0,1,3,KP,True,9.6433,1,qlp-s68-ffi,SPOC,3.9502008,4.444,15.213018,13914.0,20.5357,1009.38,1570.0,205.0,211.211,6153.0,4.18077,1.71,1.14
7,5,5,5,5,5,5,5,39.1,115.6,99.64,0,0,4,KP,True,13.163,1,spoc,SPOC,3.0440540665342,2.59845748018295,24.414911,22236.0165376302,12.1086799407213,315.987132647374,1075.31845422327,34.314007,421.855,5523.0,4.52192,0.809867978096008,0.95
8,5,5,5,5,5,5,5,32.5,84.5,98.43,0,0,5,KP,True,13.2366,1,spoc-s01-s69-b0A-KP,SPOC,2.76676000983202,2.68721776988127,16.351489,14947.4387827137,12.2867388747802,505.884007476425,1209.57412285071,41.24269,513.011,5346.0,4.48823,0.98486602306366,0.93
9,5,5,5,5,5,5,5,66.2,71.2,317.0,0,0,1,KP,True,11.6714,1,spoc-s01-s69-b0A-KP,SPOC,3.17435042404771,2.75108595936913,16.913636,15457.3247576234,14.9172255754043,718.909699389919,1320.65182343208,99.91275,342.14,5943.0,4.42524,1.1570600271225,1.03
10,5,5,5,5,5,5,5,47.0,114.2,113.71,1,0,1,KP,True,13.183,1,spoc-s01-s69-b0A-KP,SPOC,2.10615687963452,1.46889344987231,13.263943,12142.2238514306,13.0868720391028,691.842807260503,1308.04175334622,38.7845,508.842,5380.0,4.4337,0.940697014331818,0.95
11,5,5,5,5,5,5,5,77.0,179.0,125.23,1,1,3,KP,True,11.6035,1,spoc-s01-s39-b0A-KP,SPOC,2.49979959810286,2.865171019079,15.991971,14621.2059647249,13.8516092815726,907.86241957557,1399.98943838575,375.26334,302.448,5650.0,4.28867,1.13732004165649,1.0
12,5,5,5,5,5,5,5,57.3,67.8,317.0,0,1,1,KP,True,12.1893,1,spoc,SPOC,3.372877,2.63426,18.796923,17163.60419,14.201803,615.165921,1270.187448,81.3,448.637,6050.0,4.45061,1.02,1.17
13,5,5,5,5,5,5,5,53.5,161.8,77.37,0,1,3,KP,True,10.6103,1,spoc-s01-s69-b0A-KP,SPOC,3.28878982693448,3.43677173022605,7.633138,7005.72479018588,10.5135877321783,759.337353319466,1338.83926473645,557.429,216.526,5800.0,4.28004,1.24175000190735,1.01
14,5,5,5,5,5,5,5,20.3,76.9,76.81,0,0,0,KP,True,13.0417,1,spoc-s01-s69-b0A-KP,SPOC,4.74237090118084,2.49881451802706,13.823066,12650.8110411006,10.5505922405536,209.76990429185,970.634099645996,50.48632,453.808,5377.0,4.42476,0.877584993839264,0.96
15,5,5,5,5,5,5,5,98.8,251.1,94.86,1,0,3,KP,True,11.0443,1,spoc-s01-s69-b0A-KP,SPOC,2.79858018416552,2.38010434405069,18.294525,16708.7151957358,11.9514992915279,332.556249023126,1089.14581691897,380.53317,149.942,4920.0,4.49371,0.906655013561249,0.81
16,5,5,5,5,5,5,5,39.9,44.1,317.0,0,0,1,KP,True,11.7806,1,spoc-s01-s36-b0A-CPKP,QLP,3.58629619986471,3.37109429721186,6.238423,5729.32468580858,16.4747610755407,1787.59559368927,1658.39152023611,32.356964,603.955,5704.8,3.84,2.00441002845764,1.02
17,2,5,5,4,4,2,4,15.5,105.9,18.15,5,5,7,CP,True,9.179,1,qlp-s68-ffi,SPOC,6.0344667,1.89,1.956086,1800.0,4.44029,64.2648,788.0,42.0,94.1719,5586.0,4.36763,1.05,0.97
20,3,5,5,3,4,4,4,79.7,229.1,90.88,0,1,4,CP,True,7.1062,1,sector-01-spoc-alerts,SPOC,11.535076,8.555958,2.597913,2389.90616,12.215808,4204.161029292311,1460.137852442235,32.9,79.5702,5479.3,3.77,2.48771,0.96
22,2,5,5,2,4,3,4,3.4,69.3,7.82,11,1,5,CP,True,13.084,1,spoc-s01-s69-b0A-CP,SPOC,5.07803253491997,1.21003530701906,6.450076,5923.12830685094,2.63477633626804,8.17431386481379,431.253643983621,15.281929,62.118,3318.0,4.9581,0.334125012159348,0.315858
23,3,5,5,5,4,5,3,410.6,671.4,317.0,3,21,14,CP,True,7.87598,1,qlp-s68-ffi,SPOC/QLP,3.3088922,6.114,5.154262,4736.0,24.9862,17074.7,3184.0,133.0,161.498,6188.0,4.27166,2.62,1.263
25,1,5,5,5,4,1,2,5.5,56.7,7.65,15,6,5,CP,True,10.1985,1,qlp-s69-ffi,SPOC/QLP,4.6517186,2.709,1.06237,978.0,2.66889,540.772,1343.0,26.0,111.059,5154.0,4.47072,0.85,0.91
26,2,5,5,5,4,4,2,3.2,44.2,7.42,15,6,5,CP,True,10.1985,2,qlp-s69-ffi,SPOC/QLP,9.1549418,2.457,1.196054,1101.0,2.62011,42.2592,710.0,18.0,111.059,5154.0,4.47072,0.85,0.91
27,1,5,5,5,4,4,1,1.5,32.8,7.07,15,6,5,CP,True,10.1985,3,qlp-s69-ffi,SPOC,19.9815709,2.724,0.987383,909.0,2.54717,16.5853,562.0,10.0,111.059,5154.0,4.47072,0.85,0.91
28,5,5,5,5,5,5,5,41.8,111.5,124.3,0,0,1,KP,True,12.7923,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,3.0353977118465,2.79646779523604,17.566776,16049.4120426902,13.7911582641848,726.756927372002,1324.2410444956,41.57743,573.027,5751.0,4.35036,1.07223999500275,1.09
29,5,5,5,5,4,5,5,34.9,146.7,76.0,3,0,0,CP,True,14.1266,1,spoc-s01-s36-b0A-CPKP,SPOC,3.79551778380905,2.01981348473053,58.298733,52278.9940978848,10.3261619477101,18.0832335970318,525.943113131369,75.709694,140.225,3424.0,4.438,0.445371985435486,0.44159
31,3,5,5,3,4,4,4,108.7,330.7,29.49,12,1,1,CP,True,9.9005,1,spoc-s01-s36-b0A-CPKP,SPOC,0.980972,0.54050355175474,6.728913,6178.39242097547,5.91629233324987,719.56290446087,1320.95170904155,167.35898,61.7856,4486.0,4.49914,0.764401018619537,0.7
32,3,5,5,5,4,3,4,4.4,74.2,5.98,2,9,5,CP,True,7.4371,1,spoc-s01-s69-b0A-CP,SPOC,14.3392144225603,4.60647385532854,0.426381,392.634687150864,2.29632326005693,118.753848841067,841.941027573274,32.31029,57.5846,6295.7,4.438,1.13742005825043,1.23
34,2,5,5,2,4,4,4,10.5,67.8,12.19,12,2,8,CP,True,10.8061,1,spoc,UNKNOWN,2.10968488254532,2.12108283908954,1.436908,1322.56571889796,3.51757478561794,644.212013209031,1284.92256023279,18.639763,163.678,5673.0,4.55383,0.940805971622467,0.91
36,1,5,5,5,4,1,4,16.0,129.2,3.68,7,5,9,CP,True,9.22978,1,spoc,UNKNOWN,1.40152451566955,1.32199295587295,0.672414,619.124015084521,1.73956492902606,149.373865333401,891.637661967117,15.280327,25.1496,3794.0,4.67812,0.597006976604462,0.58564
37,5,5,5,5,4,5,5,146.8,206.2,317.0,2,1,3,CP,True,9.2205,1,qlp-s68-ffi,SPOC,4.1269046,4.405,11.823757,10831.0,17.0952,1436.49,1715.0,389.0,196.852,6888.0,4.23416,1.59,1.46
38,1,5,5,5,4,1,4,38.2,326.7,2.92,11,1,5,PC,True,11.9238,1,spoc,UNKNOWN,0.462884405273262,0.558821920788134,4.885837,4489.91192153051,1.35432368024304,64.7181040420166,723.396154940473,25.038494,14.8846,3043.0,5.09707,0.188624,0.157909
39,5,5,5,5,5,5,5,2.3,33.5,3.59,2,3,3,IS,False,10.702,1,qlp-s31-tois,UNKNOWN,4.8173797,1.323,1.956086,1800.0,1.71137,33.919,672.0,1000.0,88.8838,4651.0,4.56937,0.69,0.74
41,1,4,1,5,4,3,1,6.7,100.8,9.72,9,9,7,CP,True,9.3636,1,spoc-s01-s69-b0A-PC,SPOC/QLP,11.0708575296637,2.19376165846134,1.249025,1149.7328034023,2.33376480352517,22.4219066160939,554.993484245593,12.694616,42.4061,4356.0,4.53491,0.700726985931396,0.69
43,1,5,5,5,4,1,2,13.3,129.0,3.62,12,14,17,CP,True,7.384,1,qlp-s68-ffi,SPOC,1.0082361,1.41,0.247576,228.0,1.7202,1882.94,1835.0,26.0,48.0883,5795.29,4.438,1.13,1.04
45,5,5,5,5,5,5,5,127.3,148.0,317.0,2,3,8,KP,True,9.77486,1,spoc-s01-s36-b0A-CPKP,SPOC,2.31096889835692,3.43038207029443,7.440388,6829.42364951378,17.3042800039326,4324.03545359106,2068.197748977,189.12912,298.109,6371.0,3.94807,1.95411002635956,1.336
46,1,5,5,5,4,1,1,17.1,202.3,4.65,0,14,4,CP,True,5.1054,1,qlp-s62-ffi,SPOC,6.267832,2.789,0.348577,321.0,1.99779,203.434,1052.0,53.0,18.2702,5950.0,4.438,1.15,1.1
48,5,5,5,5,5,5,5,14.4,27.2,119.48,3,0,5,EB,False,10.7124,1,qlp,QLP,6.30556,2.946,0.934135,860.0,10.567321062883888,4204.161029292311,1460.137852442235,17.0,739.632,5838.98214957667,4.3079603497942385,1.5383132826009873,1.1025655704054766
49,5,5,5,5,5,5,5,135.5,285.1,317.0,6,0,1,EB,False,11.8999,1,spoc-s01-s65-b0A-PC,QLP,3.42310017313899,2.43775826059659,9.424918,8643.10164549566,35.4084056872344,3086.11293247263,1900.95879476362,147.44981,820.079,5620.9,3.6,2.61261010169983,1.0
50,3,4,4,3,4,3,5,13.0,60.0,43.22,11,2,1,PC,True,11.7835,1,qlp-s28-tois,QLP,4.86709,3.103,4.580598,4210.0,7.42915,435.152,1272.0,14.0,395.257,5814.3,4.34,1.15,1.13
52,3,5,5,3,4,4,4,40.6,104.4,125.8,4,2,3,CP,True,10.9031,1,spoc-s01-s39-b0A-CP,QLP,5.85740753759727,5.85480292934519,7.069098,6489.73023457872,13.8892761532574,750.922027314322,1335.1143400762,157.52177,336.267,5982.9,4.03,1.6798700094223,1.1
53,5,5,5,5,5,5,5,14.3,90.2,12.01,2,1,1,EB,False,11.0264,1,sector-01-qlp-alerts,QLP,1.59782,1.49,1.862211,1713.69,3.59995,955.676,1548.0,32.0,137.504,5037.6,4.72,0.79,0.87
54,5,5,5,5,5,5,5,14.1,68.2,52.8,2,1,1,EB,False,11.3569,1,sector-01-qlp-alerts,QLP,7.00776,2.68,3.988702,3666.99,8.1288,302.511,1161.0,16.0,376.849,6347.0,4.23,1.22,1.26
56,5,5,5,5,5,5,5,44.5,50.0,317.0,1,1,3,EB,False,10.0704,1,qlp-s27-ffi,QLP,6.74657,1.803,3.229435,2970.0,16.2785,80.0277,833.0,31.0,402.734,5910.7,3.59,2.57,1.17
58,5,5,5,5,5,5,5,22.2,109.0,80.03,1,0,1,EB,False,10.294,1,qlp-s30-ffi,QLP,14.152,3.599,4.133657,3800.0,10.6751,288.531,1148.0,39.0,234.138,5823.9,4.6,1.28,1.21
59,3,5,5,3,4,4,4,70.6,155.0,119.01,8,1,1,CP,True,12.0166,1,spoc-s01-s69-b0A-CP,QLP,2.08454341779798,2.01703803867042,13.662544,12504.8250190009,13.4432705000237,1085.49425855578,1463.95130869393,371.14728,355.683,5638.0,4.35,1.10645997524261,1.0
60,5,5,5,5,5,5,5,32.6,73.4,110.14,3,0,1,EB,False,11.2314,1,sector-01-qlp-alerts,QLP,2.51266,2.411,3.033449,2790.01,13.3617,793.471,1478.0,22.0,601.367,5988.0,4.08,2.3,1.15
62,5,5,5,5,5,5,5,17.8,71.9,48.6,2,2,3,EB,False,11.2901,1,sector-01-qlp-alerts,QLP,4.608,3.383,3.494326,3213.22,7.99698,724.001,1445.0,25.0,341.854,5935.0,4.29,1.28,1.12
65,3,5,5,3,4,4,4,49.3,55.8,317.0,4,0,3,CP,True,10.8719,1,spoc-s01-s69-b0A-CP,QLP,4.2311172621589,4.35316354320607,7.912593,7261.27593605794,14.6260711096069,1489.1126253479,1584.35185260097,371.85303,411.719,6671.0,4.14,1.66401994228363,1.41
66,5,5,5,5,5,5,5,13.6,63.1,52.86,1,0,3,EB,False,11.407,1,sector-01-qlp-alerts,QLP,7.31898,3.771,4.143792,3809.3,8.79673,468.718,1296.0,17.0,360.131,5926.0,4.27,1.3,1.15
67,5,5,5,5,5,5,5,66.1,218.5,118.4,1,3,2,EB,False,9.6686,1,qlp-s69-ffi,QLP,7.7576444,3.483,8.116828,7448.0,13.3028,445.472,1279.0,348.0,210.311,6038.0,3.96,1.45,1.1025655704054766
71,3,5,5,3,4,4,4,39.7,105.1,85.34,6,1,2,CP,True,11.788,1,spoc-s01-s36-b0A-CPKP,QLP,2.25544592236528,1.66786040481136,5.751925,5283.71039006994,11.0535292842194,1472.00952174388,1579.78288467845,34.75056,407.84,5817.0,4.23,1.29660999774933,1.05
74,5,5,5,5,5,5,5,61.5,143.6,75.4,22,2,3,PC,False,11.6626,2,spoc,SPOC,1.81357672556142,0.838218775453242,8.501737,7799.81161219279,10.2776167623595,1028.13979768643,1444.21812846947,7.7045045,256.345,5237.0,4.2427,1.10723,0.88
75,4,5,5,5,4,5,4,15.7,55.7,69.55,5,28,12,CP,True,10.7379,1,qlp-s28-tois,QLP,9.47686,4.392,3.240324,2980.0,9.80856,161.969,993.0,14.0,342.831,5801.8,4.32,1.79,1.031
78,1,5,5,1,4,4,4,2.0,60.0,4.18,17,14,3,CP,True,8.7513,1,qlp-s69-ffi,SPOC,17.6671687,2.525,0.927615,854.0,1.87042,7.60884,462.0,26.0,39.0341,4813.0,4.38,0.69,0.78
79,4,5,5,5,4,4,4,0.8,41.5,3.24,17,14,3,CP,True,8.7513,2,qlp-s68-ffi,SPOC,29.7975205,2.782,0.728774,671.0,1.60982,3.2713,374.0,17.0,39.0341,4813.0,4.38,0.69,0.78
80,2,5,5,2,4,4,4,1.1,6.1,1.65,17,14,3,CP,True,8.7513,3,qlp-s69-ffi,SPOC,12.1623316,2.614,0.344233,317.0,1.15643,27.5458,638.0,14.0,39.0341,4813.0,4.38,0.69,0.78
81,2,5,5,2,4,4,4,1.3,11.4,0.36,17,14,3,CP,True,8.7513,4,qlp-s69-ffi,SPOC,3.9766833,1.859,0.154185,142.0,0.757588,89.0886,855.0,9.0,39.0341,4813.0,4.38,0.69,0.78
82,1,5,5,1,4,4,4,1.2,7.8,0.88,17,14,3,CP,True,8.7513,5,qlp-s69-ffi,SPOC,7.9076222,2.611,0.23563,217.0,0.969819,44.8107,720.0,13.0,39.0341,4813.0,4.38,0.69,0.78
83,1,5,5,1,4,2,4,8.0,29.3,2.5,20,4,4,CP,True,9.41242,1,qlp-s63-ffi,QLP,3.6906795,1.107,1.800557,1657.0,1.36751,8.77401,479.0,80.0,10.6194,3469.0,4.9401,0.31,0.292836
84,4,5,5,5,4,4,4,16.5,441.8,9.75,20,4,4,CP,True,9.41242,2,qlp-s63-ffi,SPOC,7.4507305,0.475,1.675497,1542.0,3.04528,1.96064,329.0,40.0,10.6194,3469.0,4.9401,0.31,0.292836
85,4,5,5,5,4,4,4,7.4,32.8,1.07,20,4,4,CP,True,9.41242,3,qlp-s63-ffi,QLP,2.2531134,0.909,0.723341,666.0,1.01428,82.284,839.0,40.0,10.6194,3469.0,4.9401,0.31,0.292836
86,5,5,5,5,5,5,5,9.9,284.2,103.66,3,1,1,EB,False,13.4004,1,spoc-s01s06-b0A,SPOC,16.155373,1.556705,80.224553,71225.723174,10.424281,1.84600864691493,297.288549682656,49.630848,65.9528,3270.0,4.98242,0.271,0.302101
87,1,5,5,1,4,4,4,12.7,136.7,4.71,8,5,3,CP,True,9.49275,1,qlp-s69-ffi,SPOC,2.8531016,1.142,1.515659,1395.0,2.02068,23.0419,610.0,28.0,22.4751,3703.0,4.76229,0.52,0.515356
88,1,5,5,1,4,4,4,4.9,62.8,7.04,23,7,6,CP,True,10.42,1,qlp-s69-ffi,QLP,6.5578513,2.08,1.734219,1596.0,2.54474,24.9125,622.0,18.0,62.699,4111.0,4.55528,0.66,0.68
89,4,5,5,5,4,4,4,2.7,66.6,12.29,23,7,6,CP,True,10.42,2,spoc,SPOC,20.708504,2.236524,1.800631,1657.067907,3.751004,19.4977724575681,535.939786629264,9.537692,62.699,4111.0,4.55528,0.701202,0.68
90,4,5,5,5,4,4,4,2.3,43.9,5.28,23,7,6,CP,True,10.42,3,qlp-s69-ffi,SPOC/QLP,9.9615672,2.278,1.16562,1073.0,2.14899,35.7275,681.0,11.0,62.699,4111.0,4.55528,0.66,0.68
91,5,5,5,5,5,5,5,3.1,40.4,2.91,23,7,6,CP,True,10.42,4,spoc,SPOC,3.23842531547921,1.99410554881088,0.578589,532.75806233683,1.51483691446968,97.6159378723196,801.677938560369,7.2096095,62.699,4111.0,4.55528,0.660806000232697,0.68
92,1,5,5,1,4,4,4,16.6,161.5,7.65,10,9,8,CP,True,8.1796,1,spoc-s01-s36-b0A-PC,SPOC/QLP,4.13743791667062,1.84549372649326,1.222723,1125.53546451849,2.67576585302806,168.336175366267,918.679686423559,31.719687,38.5653,5058.0,4.51761,0.802632987499237,0.85
94,2,5,5,4,4,2,4,38.5,171.5,39.81,9,5,3,PC,True,10.4654,1,spoc,UNKNOWN,4.53205017292082,2.37544250794518,8.583563,7874.58527881097,7.05907990793646,123.902399451402,850.921856176236,86.568436,96.2338,4983.0,4.61445,0.805572986602783,0.76
96,5,5,5,5,5,5,5,415.3,826.6,317.0,4,0,3,EB,False,8.3291,1,spoc-s28-b0A,UNKNOWN,3.43075648471031,3.14433875572444,10.543911,9664.2985633534,29.7749124123889,4956.24601414159,2139.97137156033,160.65495,213.024,6270.0,3.61332,2.72192,1.34
97,5,5,5,5,5,5,5,218.9,448.4,317.0,4,5,1,EB,False,10.0433,1,spoc-s01-s65-b0A-PC,SPOC/QLP,4.81706843753625,3.18226634465734,25.416252,23137.3629965078,24.4342674378916,952.276962840106,1416.80659287734,851.03296,247.441,6380.0,4.24852,1.44956004619598,1.41
98,4,5,5,5,5,4,5,387.1,375.3,317.0,2,5,1,KP,True,8.8287,1,qlp-s69-ffi,SPOC/QLP,0.9414525,2.05,12.497907,11445.0,15.342,4266.74,2251.0,519.0,123.483,6400.0,4.36583,1.35,1.2
99,3,5,5,3,4,4,4,4.8,195.9,9.84,1,13,3,CP,True,6.9934,1,qlp-s69-ffi,SPOC/QLP,35.6134391,3.512,1.711383,1575.0,3.12194,10.8612,505.0,39.0,16.32,4628.53,4.32239,0.71,0.73
100,1,5,5,1,4,4,4,2.8,16.4,0.95,1,13,3,CP,True,6.9934,2,qlp-s69-ffi,SPOC,7.7897726,2.376,0.210653,194.0,1.00084,144.765,966.0,10.0,16.32,4628.53,4.32239,0.71,0.73
104,3,5,5,3,5,4,5,49.4,193.1,94.92,2,4,3,KP,True,9.6411,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,10.0205997788334,5.75916940180131,8.959603,8218.14428647495,11.7679183139727,211.791653405817,972.964421730922,216.54204,157.963,6038.0,4.35513,1.27526998519897,1.1
105,3,5,5,3,5,4,5,110.6,414.3,108.01,1,1,5,KP,True,9.1468,1,qlp-s69-ffi,SPOC/QLP,8.1587261,4.288,16.780952,15337.0,12.7393,209.118,1059.0,249.0,89.9606,5600.0,4.50501,1.0,0.99
106,3,5,5,3,5,4,5,56.8,284.1,41.0,1,1,2,KP,True,10.2499,1,qlp-s69-ffi,SPOC/QLP,3.9227122,2.555,13.05599,11953.0,7.23153,235.573,1091.0,176.0,87.5953,4800.0,4.53527,0.64,0.88
107,1,5,5,1,4,4,4,487.7,957.3,111.98,12,9,2,CP,True,9.1031,1,qlp-s69-ffi,SPOC/QLP,0.7920646,0.466,1.590682,1464.0,12.9674,1013.69,1571.0,56.0,80.4373,5422.0,4.42223,0.98,0.93
108,3,5,5,3,5,4,5,89.0,111.7,317.0,1,1,1,KP,True,10.248,1,qlp-s69-ffi,SPOC/QLP,4.8996461,3.07,11.962066,10957.0,15.9746,259.864,1460.137852442235,203.0,211.877,5940.0,4.23158,1.5,1.1025655704054766
109,3,5,5,3,5,4,5,187.7,175.2,317.0,1,0,1,KP,True,9.9696,1,qlp-s69-ffi,SPOC/QLP,2.0727598,2.619,16.146013,14761.0,14.2954,1414.87,1708.0,171.0,151.068,5640.0,4.43703,1.13,1.01
111,4,5,5,5,4,5,4,28.5,92.4,53.04,3,40,3,CP,True,7.3566,1,spoc,UNKNOWN,14.278121996244,8.69727177107409,0.899282,827.926442565635,8.35660775348319,91.6541814065455,789.146837277359,14.3883705,95.5483,5105.0,3.39182,2.90323996543884,1.1025655704054766
112,1,5,5,4,4,1,4,1.7,9.5,2.79,22,7,8,PC,True,9.92801,1,spoc,QLP,10.2150167926657,1.96830655357312,1.079877,994.108904500983,1.47777541287631,7.41950339524889,420.933469551773,11.117827,23.7262,3763.0,4.83739,0.447335988283157,0.4437
113,3,4,3,3,4,4,4,3.0,104.0,74.5,13,2,1,CP,True,10.0391,1,qlp-s69-ffi,SPOC,104.8729635,6.554,13.30876,12183.0,10.223,2.75278,358.0,262.0,102.27,5350.0,4.52347,0.88,0.88
114,3,5,5,3,4,4,4,59.3,356.8,34.57,9,59,5,CP,True,7.8541,1,spoc-s01-s69-b0A-CP,SPOC,8.13822217724381,3.27970250585292,4.190364,3852.02998740204,6.17576815620634,115.827556330468,836.705691233914,46.739357,44.0622,5414.0,4.438,0.951985001564026,0.94
115,1,4,1,3,4,4,4,17.5,162.9,90.56,21,3,1,CP,True,8.5822,1,spoc-s01-s65-b0A-CP,SPOC,52.9781419449418,4.79652459360115,6.913424,6347.26909592656,11.4471492367881,30.2653160598521,598.213284227752,277.0269,113.825,6461.8,4.35,1.33030998706818,1.31
118,5,5,5,5,5,5,5,0.0,6.5,0.29,2,1,3,V,False,12.2423,1,qlp-s28-tois,SPOC,51.94509,8.094,2.754747,2534.0,0.705818,4.34593,402.0,8.0,24.7894,3203.0,5.01682,0.23,0.202161
121,1,5,5,1,4,4,4,9.1,78.1,2.97,7,0,3,CP,True,12.4312,1,spoc-s01-s65-b0A-CP,SPOC,0.736313219931196,0.673685332264972,1.436887,1322.54610536278,1.53326821385743,117.758167112637,840.170655424035,25.910513,47.7465,3358.0,4.438,0.351675987243652,0.336144
122,5,5,5,5,5,5,5,74.9,184.5,317.0,3,1,1,EB,False,13.4734,1,spoc-s01s06-b0A,SPOC,5.64928534420493,4.04240463488386,49.248931,44346.5599830079,26.5608526646483,405.088154157189,1144.21367902083,160.72606,969.506,5963.0,4.31132,1.21025,1.18
133,1,4,3,1,4,4,4,3.5,55.9,42.19,28,8,4,CP,True,11.5748,1,spoc-s01-s69-b0A-CP,SPOC,34.5059318313029,3.82066526942235,19.044823,17387.9834231409,10.4625162161617,9.58145120606235,448.722216909634,147.80844,177.945,5025.77,4.66348,0.801735997200012,0.84
134,1,4,4,1,4,4,4,6.0,60.2,34.46,28,8,4,CP,True,11.5748,2,spoc-s01-s39-b0A-CP,SPOC,17.3890453870803,2.65165405135838,3.231344,2971.75322676983,6.48401246350199,23.8921546707283,563.875959308602,30.600433,177.945,5025.77,4.66348,0.801735997200012,0.84
135,5,5,5,5,5,5,5,36.0,155.7,35.75,3,5,1,EB,False,8.735,1,qlp-s69-ffi,SPOC,3.1385875,3.541,0.634255,584.0,4.70639,17444.7,3201.0,84.0,142.018,6278.0,4.08153,1.55,1.26
138,5,5,5,5,5,5,5,74.9,166.5,317.0,1,3,1,EB,False,12.7222,1,spoc-s01-s60-b0A-APC,SPOC,4.46177548270279,5.45324943220963,20.666618,18854.6431908566,31.9660921975259,2086.01898122666,1723.65091215716,229.61232,1131.15,6354.0,4.24472,2.23891997337341,1.19
139,1,5,5,1,4,4,4,4.1,56.1,8.53,9,6,3,CP,True,9.6878,1,qlp-s68-ffi,SPOC,10.6953083,2.044,0.999337,920.0,2.84818,66.8553,796.0,31.0,90.7402,5272.71,3.98846,0.88,0.9
140,5,5,5,5,5,5,5,6.7,8.9,2.12,13,0,1,EB,False,12.1535,1,spoc-s01s02,SPOC,0.62425,0.774288,1.036352,954.060325,1.671618,353.894098980242,1106.21127282771,7.4479375,50.1632,3765.0,4.75169,0.525,0.385618
141,5,5,5,5,5,5,5,50.70269080234833,140.84899755501223,56.57,0,1,1,EB,False,8.7635,1,spoc-s02,SPOC,0.0,0.68,6.020784,5530.0,8.85869,86.1510668051854,777.024861283674,20.308218,84.0311,5709.0,4.438,1.0929,1.02
142,5,5,5,5,5,5,5,11.8,34.4,76.37,6,2,3,IS,False,10.2733,1,spoc,SPOC,14.445918,1.533311,1.3839,1273.806981,3.290507,37.109941637127,629.495047091996,7.6791534,365.053,5063.0,4.48439,0.87237,1.1025655704054766
145,5,5,5,5,5,5,5,50.70269080234833,140.84899755501223,21.42,1,0,3,EB,False,12.4253,1,spoc-s02,SPOC,0.0,2.67,14.647222,13400.0,4.214299,1.30250490343895,272.467427452943,16.452566,51.3563,3396.0,4.91468,0.334,0.378406
147,4,5,5,5,5,4,5,32.1,79.0,123.63,0,0,0,KP,True,13.2576,1,qlp-s29-tois,UNKNOWN,2.68650414920873,2.55247723890796,13.382865,12250.4189723593,13.7470239341699,994.810565295241,1432.36878094116,28.169575,757.044,5738.0,4.23836,1.18273997306824,1.06
148,5,5,5,5,5,5,5,62.6,190.8,83.66,1,0,1,KP,True,11.5005,1,spoc,UNKNOWN,3.12607775197458,1.71853668165123,12.430641,11383.7527081096,10.9257114861701,328.156453467404,1085.52539260986,70.762856,211.196,5100.0,4.4651,0.874705970287323,0.91
149,1,4,1,5,5,5,5,4.6,53.1,12.82,1,7,5,V,False,8.7435,1,spoc-s02,SPOC,13.340145,4.611198,0.640658,589.893526,3.929267,268.218640827511,1032.14803222167,7.7575736,140.941,6467.0,4.16063,1.57943,1.36
