Planet Insolation (Earth Flux),Planet Equil Temp (K),Time Series Observations,Stellar Mass (M_Sun),Stellar log(g) (cm/s^2),Planet Radius (R_Earth),Stellar Eff Temp (K),Stellar Distance (pc),Depth (mmag),Depth (ppm),Period (days),Spectroscopy Observations,TFOPWG Disposition
-0.2514345058718989,-0.6780549938950033,0.7027824454346914,-1.2197883639874127,1.1940489233097864,-0.7141498123810924,-1.3065455302537459,-0.6110203536972786,-0.29248782380629906,-0.3525904656693482,-0.15165177614529454,0.16285420161113792,True
-0.17162133782298175,0.30397624275538576,-0.1266357547838253,0.8434373980878592,-0.2380627606566836,0.5280938267322366,0.6702208055511482,-0.3428014601026137,0.07684364348539514,0.11092619316690361,-0.09905532948055881,-0.29527578511164715,True
-0.25668395020740054,-0.8787180647806938,1.3663170056095046,-2.2291044562585807,2.545484165218413,-0.7453151460591106,-1.7863617934048368,-0.6270554641136109,-0.15293963674841984,-0.17689555122758563,-0.1697663630932536,-0.29527578511164715,True
-0.2585937810303187,-0.9400186942409303,-0.1266357547838253,-0.855545342081174,0.8432467212389844,-0.7164307321265792,-0.7590055335553638,-0.5114602042285403,-0.24997272376128535,-0.29899055005770936,-0.08573001864436398,-0.06621079175025461,False
-0.2593067077209327,-1.0795733569389763,1.034549725522098,-0.9735302545929125,0.7320867774839506,-0.6660800965375756,-0.9474819618237684,-0.5840637162984051,-0.2733905198594533,-0.3285061531420996,0.03495432737697943,0.620984188333923,True
-0.14393728669835731,0.447101259475959,1.532200645653208,-0.14763586701074338,0.4194776611374529,-0.7157164007894075,-0.027915051849422588,-0.5751874664778808,-0.3065584197785751,-0.3703435696955226,-0.15924175352039663,1.1936466717374044,True
0.007433328907652596,0.7252381904887357,-0.1266357547838253,0.5508348150587482,-1.1609225490744868,0.5450080281801479,0.33990787872143574,-0.18462638212633042,-0.06833313965641358,-0.07070520372778619,-0.13410063043773676,-0.06621079175025461,True
-0.24808227486749931,-0.4867894746257816,-0.45840303487123196,-0.00605397199665714,0.4194776611374529,-0.6932598621840264,0.07092965397228887,-0.6217667675889607,-0.30321327583242186,-0.366122303266568,-0.05773809286662966,1.1936466717374044,True
0.0,-2.711905091635899e-16,0.03924788525987804,0.0,0.0,0.0,0.0,0.505083316495222,-0.28381964805822557,-0.341657113963272,-0.05700998938074298,-0.4098082817923434,False
-0.06932937769547556,0.5257708728377255,0.5368988053909881,-0.24202379702013418,-2.2837153994173316,2.0095996825039237,-0.13933337159765016,0.6307507814404412,-0.002605686309817928,0.011617570867611343,-0.11263787975038445,-0.4098082817923434,False
-0.2337136043366544,-0.22439361063806393,1.3663170056095046,0.06473697551038546,0.10335245835181012,-0.2538724724375577,-0.015769503031177124,-0.032870034661562804,-0.16304912470378535,-0.18960074259770301,-0.08477067166825943,-0.1807432884309509,True
-0.21413292659044825,-0.14911660248211325,0.20513152530358136,-0.00605397199665714,-0.8966354280109375,0.26874027426173414,0.09194956749781578,-0.12501919817441579,-0.08063023073241518,-0.08612387478802613,-0.06565877463530537,-0.1807432884309509,True
-0.2014362764665816,0.1047939278192546,-0.1266357547838253,-0.5487845695506541,1.329144060990018,-0.5636479601270458,-0.5120055770517528,-0.43550986078342063,-0.2530818552346879,-0.3029081576435488,-0.14786351738774534,-0.29527578511164715,False
-0.24193857964233545,-0.3567842511045942,-0.1266357547838253,0.37149774804090563,-0.2514819529381957,-0.19727202849053205,0.3245742032012943,-0.06162544747635512,-0.1826526664623058,-0.2142479456470217,-0.04345840255425786,-0.29527578511164715,False
-0.25573461290826704,-0.7479926301408278,-0.29251939482752864,0.15912490551977626,-2.3159730731709693,0.4620242454108107,0.04582076030805722,-0.02119010084929633,-0.20779952053864106,-0.24588429498376435,-0.04849904476902523,-0.29527578511164715,False
-0.24280546962939392,-0.372289461249323,-0.29251939482752864,0.2535128355291671,0.942051975946373,0.00871912483228831,-0.009636032823120916,-0.2845564404257153,-0.17785177002846214,-0.20821062685438457,0.09441654570727452,-0.4098082817923434,False
-0.19338633737649777,0.00454834158155826,0.8686660854783946,-0.24202379702013418,0.1356101321054465,0.23265920804875545,-0.1284081277895492,-0.09468917344538455,0.13774410190972058,0.18690104650725628,-0.13847036065636836,-0.29527578511164715,True
-0.21149449466048842,0.021304334732253533,0.03924788525987804,0.11193094051508086,-0.7353470592427528,0.22606029928820048,0.09520797354584606,0.28909748681045144,-0.21429055905737643,-0.25405403417244754,-0.1302082429754103,-0.4098082817923434,False
-0.2158022805976094,-0.01805504486590412,-0.1266357547838253,0.04113999300803827,-0.05793591041637461,-0.2079360326656152,0.061346106772200495,-0.11629166170134732,-0.19902635467849633,-0.23484454852300807,-0.08977078649434037,-0.1807432884309509,False
-0.16835824576240785,0.148151090413735,0.20513152530358136,0.7254524855761206,-0.5418010167209316,0.32834567928897773,0.5315788227232031,-0.007154497625648505,-0.052693752946447375,-0.05110344502395667,-0.09704415468752904,-0.4098082817923434,True
-0.23163220023754108,-0.19576860729394926,-0.29251939482752864,0.11193094051508086,-0.12245125792365022,-0.14323767627794462,0.055595978452147476,-0.08774088595080634,-0.17751609974901675,-0.20778850021148912,-0.037452243550927335,-0.4098082817923434,False
-0.23307366838054258,-0.21604465132936382,-0.29251939482752864,0.0,-1.122439144286398,0.2212953937661825,0.12715313087947397,-0.32177695439453624,-0.045929508296962636,-0.042628046931520225,-0.028986566102496683,-0.06621079175025461,False
-0.16941879721176034,0.1427016436611814,0.5368988053909881,-0.12403888450839566,-0.2514819529381957,0.03933338266030674,-0.014044464535161333,-0.01321394168847879,-0.12425488085455767,-0.1408650692211225,-0.13517215483251827,-0.29527578511164715,True
-0.19694284723635297,-0.018987589664907836,3.1910370460902415,-0.5251875870483064,-0.21051470727107757,-0.02343656402921872,-0.3846082896052449,-0.2498665527476355,-0.03318135717796478,-0.026659331363070565,-0.1436996808741542,-0.1807432884309509,False
-0.2506534904120901,-0.5571592745133968,0.37101516534728474,-0.16887315126285657,0.03883711084453738,-0.0613824240819625,-0.023755792364584097,-0.11476547535193114,-0.20743887784768095,-0.24543039536774774,0.0041921571627378815,2.797101625267152,True
-0.2602252555841031,-1.1904874735019335,2.3616188458717247,-0.7611574120717832,0.23238315336635848,-0.7035638692526074,-0.6555032237944094,-0.5893311680591331,-0.28403558986601873,-0.34192945373288197,0.16225493056599405,1.1936466717374044,True
-0.260494223394866,-1.2954458190970206,2.3616188458717247,-0.7611574120717832,0.23238315336635848,-0.7246459469951857,-0.6555032237944094,-0.5893311680591331,-0.29062118572543655,-0.3502358167059862,0.39635563642402605,1.1936466717374044,True
-0.2589889786887966,-0.9805707823117594,2.3616188458717247,-0.7611574120717832,0.23238315336635848,-0.7613243937630579,-0.6555032237944094,-0.5893311680591331,-0.3033571487178595,-0.36630386311297464,0.05601841970540366,1.1936466717374044,True
-0.2551727528593587,-0.7217530437420561,2.3616188458717247,-0.7611574120717832,0.23238315336635848,-0.7935900040892491,-0.6555032237944094,-0.5893311680591331,-0.3096515212159391,-0.3742471063932656,-0.10195441377297902,1.1936466717374044,True
-0.2579183943584986,-0.882768687552701,2.3616188458717247,-0.7611574120717832,0.23238315336635848,-0.7764208926487843,-0.6555032237944094,-0.5893311680591331,-0.3069540702135287,-0.37084285927314087,-0.026092181057288465,1.1936466717374044,True
-0.26015300421026755,-1.170211429466519,2.859269766002835,-1.910717450449154,2.039135460307571,-0.7442483961809268,-1.5141890529223272,-0.6337181969872339,-0.25512383011470036,-0.30548131456674704,-0.10747393147221666,0.048321704930441654,True
-0.26057549650147815,-1.3491177003672357,2.859269766002835,-1.910717450449154,2.039135460307571,-0.6085197792424558,-1.5141890529223272,-0.6337181969872339,-0.2592658059555923,-0.31070116015093824,-0.03490962273038785,0.048321704930441654,True
-0.2555947013290253,-0.7408363793047992,2.859269766002835,-1.910717450449154,2.039135460307571,-0.7728240766145833,-1.5141890529223272,-0.6337181969872339,-0.29080112619196113,-0.3504627665139945,-0.13521716961371708,0.048321704930441654,True
-0.26058260471122013,-1.3869402158414312,0.03924788525987804,-1.8888548461607289,2.1756499356329635,-0.011571687360020708,-1.6413307791101663,-0.5472810631624823,2.3422717942112627,2.8522403589777925,0.13307915344771312,-0.29527578511164715,False
-0.2592682623663869,-1.0139666195465598,0.8686660854783946,-1.3856373958069133,1.4655617632941504,-0.69140810178676,-1.3646857166009487,-0.615198230249493,-0.26455962599762395,-0.3173734845063826,-0.12363814342863232,0.16285420161113792,True
-0.2591522677734118,-0.9996541178745025,3.356920686133945,-0.99712723709526,0.7977956589201085,-0.649012577374728,-1.104013232758545,-0.5523638729308856,-0.25732093864926847,-0.3082501022244485,-0.05214108101059657,0.39191919497253047,True
-0.25948803122757375,-1.1022988635216917,3.356920686133945,-0.99712723709526,0.7977956589201085,-0.5514279594696113,-1.104013232758545,-0.5523638729308856,-0.2551213792414217,-0.30547823227062454,0.2209489200083241,0.39191919497253047,True
-0.2584816372147539,-0.9292843179868873,3.356920686133945,-0.99712723709526,0.7977956589201085,-0.6810280503855697,-1.104013232758545,-0.5523638729308856,-0.2761528858838383,-0.3319890521421179,0.013546403397745677,0.39191919497253047,True
-0.25464397862346616,-0.7853507182014113,3.356920686133945,-0.99712723709526,0.7977956589201085,-0.7323299101317173,-1.104013232758545,-0.5523638729308856,-0.29559529928424316,-0.35651061294825687,-0.11620187486323733,0.39191919497253047,True
-0.2502586663369211,-0.6458017422076164,1.2004333655658013,-0.5959785345553495,0.6762810018901595,-0.6384128182810013,-0.49897195285963275,-0.5900634875684537,-0.2742616397104619,-0.3296044694248981,-0.09885204956681234,0.620984188333923,True
-0.2530139735921283,-0.7266170804334321,1.034549725522098,-0.8083513770764786,0.9886643145203788,-0.2838104864478671,-0.5468896888600746,-0.49997865902054794,-0.030471287490160367,-0.02326535750645587,-0.0912365237146765,0.16285420161113792,True
0.046636262001634766,0.810843198258196,0.20513152530358136,0.5602736080596873,-2.240748177977488,1.5538600693704452,0.2753786609075074,-0.31753893641504194,0.03445526021286859,0.05796965975691014,-0.11249012245754857,-0.4098082817923434,False
-0.20164704837499017,-0.05168156041457601,0.20513152530358136,0.7254524855761206,-0.191740741146461,1.1218113642750425,0.34565800704148875,-0.2637756246567463,0.5270258432890436,0.6695115370345114,-0.08573602562286489,0.16285420161113792,False
0.003880478047705324,0.9432679841072797,-0.1266357547838253,0.22991585302681938,0.18667402965745472,0.3862630565929882,0.35843606997493993,-0.457412275118286,0.09917143025284506,0.13879562959032432,-0.16053059395614888,0.16285420161113792,True
-0.2600235790234229,-1.1392010091770615,-0.29251939482752864,-0.8791423245835217,0.046546694871657,-0.6023181212234764,-0.7733616872610963,-0.6248132042508147,-0.2580772648950913,-0.3092032914180834,0.5085956334101692,1.0791141750567081,True
-0.25172029837613547,-0.5893624032755258,-0.29251939482752864,-0.8791423245835217,0.046546694871657,-0.7739113487744461,-0.7733616872610963,-0.6248132042508147,-0.3077813061848861,-0.3718868283899791,-0.02836653179335587,1.0791141750567081,True
-0.24756402264626845,-0.5810558784697979,-0.1266357547838253,-0.00605397199665714,0.15215831874106328,0.09712618796999258,0.12715313087947397,-0.4035505501153504,-0.018016876845597773,-0.007671227340682585,0.014685658763242916,0.048321704930441654,True
-0.24772981401725325,-0.4784405153170815,-0.29251939482752864,-0.2656207795224819,0.635636332960577,0.17570924331360066,-0.15268644736310638,-0.5097781188026946,0.24102549162700906,0.3154533601439943,-0.02124618803063074,-0.29527578511164715,True
-0.24608935803673596,-0.44027384419159526,-0.29251939482752864,-0.5251875870483064,0.7332480537390804,-0.26985957989530246,-0.6638089647011527,-0.5134729893986761,0.11765508852257549,0.1618537300839688,-0.10299598889085272,-0.29527578511164715,True
-0.1978388690481832,0.1322262226906978,1.532200645653208,-0.4072026745365679,0.3686073096279677,0.1941621287053201,-0.2664112074708217,-0.5246546085277658,-0.262074871051908,-0.3142415771558679,-0.16341359466488753,0.620984188333923,True
-0.24458309017724833,-2.711905091635899e-16,-0.29251939482752864,0.0,-0.24638524048512206,0.4374392744746267,0.06454062250556329,-0.31933068231348644,0.0814244250028901,0.11664532832871306,-0.08414237942120484,-0.29527578511164715,True
-0.1729619788473168,0.29562728344668565,-0.29251939482752864,-0.21842681451778648,0.4163486667833511,0.30159497307271815,-0.12713032149620407,-0.4143213330009432,0.21999636961805277,0.28930874226143677,-0.1386977698271451,-0.4098082817923434,True
-0.2550136629571901,-0.8002966688735612,0.03924788525987804,0.0,-2.955255651620548,-0.1788427853236298,-0.46894350496602255,-0.5010494888491301,-0.28497397625255316,-0.3431129315036465,0.09685054340426996,4.171491585435508,True
-0.2602369962140632,-1.2394678723107537,3.1910370460902415,-1.554723933625736,1.7078168931839646,-0.7353281198701981,-1.3263515278005953,-0.6132438681801434,-0.27899268625586454,-0.3355699159375313,0.018437665376023284,0.39191919497253047,True
-0.26052637645610277,-1.3145291546597637,1.6980842856969114,-0.5251875870483064,0.6951839987097886,-0.027854963223811525,-0.31241223403124585,-0.49054942049204686,0.12602680796366178,0.17229342125235114,1.845218331313423,-0.1807432884309509,True
-0.2535146889461058,-0.7435728208090343,1.034549725522098,-0.3836056920342204,0.4194776611374529,-0.3552688403270204,-0.27152243264420217,-0.5814766976563703,-0.17597363933911736,-0.205848987724071,-0.021641888243553082,6.3476090223687365,True
-0.2588203434068273,-1.0280247353130902,3.025153406046538,0.48948266055264417,0.1356101321054465,0.07117653861227645,0.3979202844393041,-0.4724991817330874,-0.08578613947265995,-0.09259018040117678,0.843712805610884,-0.06621079175025461,True
-0.26042758634287794,-1.2620499818622202,-0.1266357547838253,-2.1246830892891917,2.2866163333454743,-0.7977781052586015,-1.6841372899372276,-0.61158302751822,-0.22352114398307818,-0.26567431824208915,0.8237761876556745,-0.29527578511164715,False
-0.2533949731266516,-0.7394401286619738,0.7027824454346914,-1.8085236386279866,0.4194776611374529,-0.730838850705051,-1.5851073022029811,-0.5757213973829273,-0.26716854748282093,-0.3206621640018569,-0.16448952697434177,-0.4098082817923434,True
-0.23557784231473752,-0.37680543836143254,0.03924788525987804,0.18272188802212397,0.010837450026380339,1.293848336940826,0.07923539487903211,0.8641729386914174,1.3163620070642899,1.6321961738538444,-0.06967527417144154,-0.29527578511164715,False
-0.2601029353478445,-1.2063239978921068,4.186338886352462,-0.6195755170576972,1.1468236889344616,-0.00847852619492012,-0.5195638012768891,-0.3723363682995541,0.31600469352126664,0.4085474189660058,0.48722212029038553,0.5064516916532267,True
-0.2592155386710719,-1.0689791536730326,4.186338886352462,-0.6195755170576972,1.1468236889344616,-0.3303324226366364,-0.5195638012768891,-0.3723363682995541,-0.20773629463203414,-0.24580471608800278,0.15688749646815725,0.5064516916532267,True
0.8210365276798154,2.0763410331451513,0.03924788525987804,0.37149774804090563,-0.7304116351584469,-0.47413892675214836,0.2804898860808879,-0.42845847369921963,-0.2937516464203451,-0.3541847433653308,-0.118128620555395,0.16285420161113792,False
-0.1313445016191424,0.31429425898156693,-0.29251939482752864,0.20631887052447168,-0.20399865717284318,1.7311226272300924,0.32904652522800226,1.1166794548275694,0.3697183966148162,0.4751190495053245,-0.09259273785052666,-0.06621079175025461,False
-0.25655142418620186,-0.7921228436296712,1.034549725522098,-0.47799362204361096,-1.030633804783547,-0.6244648196225869,-0.36179305823756785,-0.5085602939531503,-0.28166016374047537,-0.3389337162671722,0.027706694233420297,0.2773866982918342,True
-0.2387523497417628,-0.42213123020986865,1.6980842856969114,-1.6917799273958716,1.4313686291152947,-0.7196465984136973,-1.3250737215072501,-0.5719462340762395,-0.28043423030252074,-0.3373877194232821,-0.16665220777034448,-0.4098082817923434,False
-0.25535490723083487,-0.8147546523467493,-0.45840303487123196,-0.19482983201543877,0.4194776611374529,-0.13822522218381517,-0.08304600437579758,-0.5190406796613056,-0.11535029519482345,-0.12968599328350866,-0.17869945652630195,-0.29527578511164715,False
-0.258395912979209,-0.9907147117048074,0.5368988053909881,0.0,0.5691210096805771,-0.5886813499309469,-0.49577743712627,-0.08005215594893714,-0.26892347211005063,-0.32287443098518215,0.10008879762534184,-0.1807432884309509,False
-0.26061630699685306,-1.4165445786260236,-0.29251939482752864,-1.7087980711765647,1.9571364536258242,-0.5139482157714234,-1.560828982629424,-0.5700824746765585,0.17035654783214,0.22753300452157427,-0.17869945652630195,-0.4098082817923434,False
-0.19900956954223756,-0.033120406857551715,-0.45840303487123196,-0.10044190200604795,-0.22451453768015608,0.2572323220673482,-0.0645178131222934,0.5322828627757068,0.128481158832759,0.17535356581896336,-0.1268532670678647,-0.4098082817923434,True
-0.24034832307406176,-0.4468034548103649,-0.29251939482752864,-0.45439663954126325,0.506895957009809,0.02899314952385047,-0.4721380206993853,-0.32039448262459436,0.0969435864425665,0.13601561736321321,-0.118370043136631,-0.4098082817923434,True
-0.2440650247638836,-0.5104670847941962,-0.29251939482752864,0.6074675730643827,-0.4752534357671765,-0.537006798976038,0.4012425808020013,-0.4301408715480642,-0.2935395796419249,-0.3539172364464924,0.07874875373487909,0.39191919497253047,False
-0.24376684343846478,-0.504986187080715,-0.29251939482752864,-0.4072026745365679,0.5991851616189662,0.17576644722790535,-0.2964396553644319,-0.3423843753991397,0.5618078419816012,0.7123786363226772,-0.11383631168994515,-0.4098082817923434,True
-0.18699146754230517,0.04461909511879698,-0.29251939482752864,-0.3128147445271773,0.4912187275655418,0.3468057720407983,-0.25746656341740587,-0.23290042179470968,0.6745629167579045,0.8510590831533459,-0.15287325538424257,-0.29527578511164715,True
-0.19845813983183852,-0.02931526003181612,-0.45840303487123196,0.44228869554794875,-0.3805126479527441,1.020649876772938,0.3721724876283999,0.13532288677306814,0.5431336117545024,0.6893687335548109,-0.09119019073743515,-0.29527578511164715,False
-0.2604909550373468,-1.3307763712455254,1.2004333655658013,-2.176296769116577,2.3918408651298373,-0.7139862304260901,-1.7250270913242713,-0.590829548761651,-0.07914708807984058,-0.08426396222149593,-0.07383524357402317,-0.29527578511164715,True
-0.21975376110800376,-0.05741442446406177,0.8686660854783946,-0.6195755170576972,0.8404403036224182,-0.7271190057695164,-0.5206946598464998,-0.5244930858373568,-0.29986780068717694,-0.3619010368376134,-0.15413027714970795,0.620984188333923,True
-0.20230862595321583,-0.056434675693712764,-0.45840303487123196,0.39509473054325334,0.9097943021927366,-0.06928571410382936,0.334477201974719,-0.0980383479931309,-0.1455928128966219,-0.16766457315288047,-0.09847864870077702,-0.4098082817923434,True
-0.14412363913987236,0.2615217965887732,-0.29251939482752864,-0.17123284951309106,0.4194776611374529,0.19527543908296346,0.2856011112542683,-0.286365369589097,0.20122171982634826,0.26595408886178684,-0.15193879905408567,-0.29527578511164715,True
-0.23584870190309032,-0.38049931989834335,-0.45840303487123196,0.20631887052447168,-0.05848429087018574,0.8049855607492904,0.15590377247973905,0.2517973049769221,0.6108077540024262,0.7726983655728544,-0.05633926109798238,-0.4098082817923434,False
-0.26028319821231805,-1.2525766544360968,0.8686660854783946,-1.6590792290441183,0.4194776611374529,-0.7487201027311216,-1.595329752549742,-0.6158877478079703,-0.27819549004212496,-0.33456466251429684,-0.03594281941707024,0.048321704930441654,True
-0.25037024523220086,-0.6487416552346111,-0.45840303487123196,0.0,0.5527986267612358,0.3663054641943157,-0.4913051150995621,-0.38588459164498506,0.21555903042717628,0.2837900279330958,-0.026762398333993454,-0.4098082817923434,True
-0.22680988975098462,-0.27073537815077053,-0.29251939482752864,-0.2892177620248296,0.3658008920114016,0.30805810339449863,-0.19102063616345988,-0.0997176216119869,0.20037199543666392,0.264896780492387,-0.11259626892432213,-0.4098082817923434,True
-0.16399505274865223,0.17008876824906854,-0.29251939482752864,-0.19482983201543877,0.28083417934432076,0.1937385656326958,-0.0887961326958506,-0.167399377969359,0.18489016013462295,0.24562862724509424,-0.14727280497050693,-0.29527578511164715,True
-0.2434742296111755,-0.49967756501672517,0.8686660854783946,-0.14763586701074338,0.6769906707127384,-0.6261790750159038,0.01470617706510377,-0.4948405503813469,-0.284365994079906,-0.3423461377007719,-0.08340754776597997,0.8500491816953155,True
-0.25724047042779713,-0.9103250614428857,0.03924788525987804,0.0,0.5612823949584421,-0.5892092917549994,0.16740402911984512,-0.44205465397497506,-0.27856315415382926,-0.3350282807711656,0.21087564456274402,0.16285420161113792,False
-0.2225865685592969,-0.2269080604342183,-0.45840303487123196,-0.21842681451778648,0.2873502294425551,0.12122433820890768,-0.0887961326958506,0.5136499551238792,0.1920154117940687,0.25449748024364804,-0.12441883852187406,-0.4098082817923434,True
-0.2606881501816517,-1.5541563456153713,-0.45840303487123196,-2.1661477069423167,2.4162599241613414,-0.7057056247770842,-1.7301383164976518,-0.626896909441691,-0.0780689356766057,-0.08291199702258159,0.2987004674072271,-0.4098082817923434,True
